x(m)	y(m)	z(m)	distfromvent(m)	ttlmassloading(kg/sq-m)	Md(phi)	5phi	4phi	3phi	2phi	1phi	0phi	-1phi	-2phi	-3phi	-4phi
682000	3504000	261	28450.9	3.3791e-04	3.916	8.6113e-07	3.0784e-04	2.9203e-05	6.8359e-11	4.5845e-10	1.5515e-10	1.2586e-12	3.8083e-15	3.1808e-18	7.0825e-22
683000	3504000	291	28609.9	3.6471e-04	3.901	9.3483e-07	3.2692e-04	3.6850e-05	5.8478e-10	1.9629e-09	4.7276e-10	2.8008e-12	7.2347e-15	5.2790e-18	1.0426e-21
684000	3504000	219	28802.8	6.2345e-04	3.845	9.2369e-07	5.2499e-04	9.7517e-05	7.9689e-09	9.2102e-09	1.5289e-09	6.4849e-12	1.4005e-14	8.7178e-18	1.4907e-21
685000	3504000	203	29028.8	8.0273e-04	3.785	9.5458e-07	6.2799e-04	1.7368e-04	6.2974e-08	3.7004e-08	4.2158e-09	1.2921e-11	2.3625e-14	1.2651e-17	1.8790e-21
686000	3504000	209	29287.3	9.9167e-04	3.760	1.0071e-06	7.5222e-04	2.3792e-04	3.7691e-07	1.3460e-07	1.0423e-08	2.3206e-11	3.6143e-14	1.6666e-17	2.1410e-21
687000	3504000	256	29577.4	1.1857e-03	3.779	1.1159e-06	9.2455e-04	2.5796e-04	1.6222e-06	4.3047e-07	2.2529e-08	3.6836e-11	4.9414e-14	1.9713e-17	2.1854e-21
688000	3504000	221	29898.1	1.9081e-03	3.612	1.1201e-06	1.1769e-03	7.1989e-04	8.7105e-06	1.4590e-06	5.0470e-08	6.0363e-11	6.8857e-14	2.3297e-17	2.1736e-21
689000	3504000	201	30248.5	3.3628e-03	3.444	1.1399e-06	1.5382e-03	1.7812e-03	3.7626e-05	4.5233e-06	1.0305e-07	9.1415e-11	8.9372e-14	2.5626e-17	1.9923e-21
690000	3504000	177	30627.5	6.7783e-03	3.330	1.1666e-06	2.4046e-03	4.2174e-03	1.4188e-04	1.3143e-05	1.9634e-07	1.3119e-10	1.1056e-13	2.6769e-17	1.7106e-21
691000	3504000	177	31034.1	1.2753e-02	3.209	1.2115e-06	3.1774e-03	9.1008e-03	4.3839e-04	3.4648e-05	3.4068e-07	1.7538e-10	1.2878e-13	2.6342e-17	1.3680e-21
692000	3504000	165	31467.3	2.4095e-02	3.109	1.2441e-06	4.0334e-03	1.8727e-02	1.2453e-03	8.6865e-05	5.6324e-07	2.2825e-10	1.4674e-13	2.5235e-17	1.0480e-21
693000	3504000	178	31925.9	4.2580e-02	3.041	1.3029e-06	5.1728e-03	3.4196e-02	3.0102e-03	1.9861e-04	8.5542e-07	2.8092e-10	1.5980e-13	2.3140e-17	7.6044e-22
694000	3504000	187	32408.9	7.1730e-02	2.983	1.3588e-06	6.3346e-03	5.8246e-02	6.7167e-03	4.3035e-04	1.2414e-06	3.3917e-10	1.7151e-13	2.0861e-17	5.3579e-22
695000	3504000	209	32915.3	1.1287e-01	2.934	1.4429e-06	7.7027e-03	9.0841e-02	1.3459e-02	8.6777e-04	1.6946e-06	3.9644e-10	1.7939e-13	1.8345e-17	3.6553e-22
696000	3504000	349	33443.8	1.5084e-01	2.913	1.9293e-06	9.8879e-03	1.1937e-01	2.0151e-02	1.4343e-03	1.8860e-06	3.9748e-10	1.6538e-13	1.4510e-17	2.2658e-22
697000	3504000	299	33993.6	2.2756e-01	2.840	1.7997e-06	9.7236e-03	1.7444e-01	4.0537e-02	2.8504e-03	2.6553e-06	4.9317e-10	1.8173e-13	1.3220e-17	1.5691e-22
698000	3504000	394	34563.5	2.9018e-01	2.797	2.2956e-06	1.0020e-02	2.1577e-01	5.9862e-02	4.5259e-03	2.9737e-06	5.1153e-10	1.7210e-13	1.0646e-17	9.7770e-23
699000	3504000	434	35152.7	3.7334e-01	2.737	2.6163e-06	9.2015e-03	2.6406e-01	9.2723e-02	7.3478e-03	3.5414e-06	5.6261e-10	1.7086e-13	8.8959e-18	6.2654e-23
700000	3504000	489	35760.1	4.6082e-01	2.676	3.1389e-06	7.8632e-03	3.0693e-01	1.3481e-01	1.1211e-02	4.0751e-06	6.0402e-10	1.6604e-13	7.2933e-18	3.9448e-23
701000	3504000	426	36384.9	5.9875e-01	2.583	2.7126e-06	5.9107e-03	3.5608e-01	2.1800e-01	1.8749e-02	5.4529e-06	7.3492e-10	1.7871e-13	6.4933e-18	2.6558e-23
702000	3504000	501	37026.1	6.9939e-01	2.521	3.4133e-06	4.4091e-03	3.8140e-01	2.8784e-01	2.5722e-02	6.0066e-06	7.6232e-10	1.6829e-13	5.1719e-18	1.6276e-23
703000	3504000	590	37683.0	8.0183e-01	2.464	4.5771e-06	3.2360e-03	3.9852e-01	3.6672e-01	3.3339e-02	6.4619e-06	7.7488e-10	1.5560e-13	4.0512e-18	9.8229e-24
704000	3504000	572	38354.7	9.6649e-01	2.383	4.3597e-06	2.4417e-03	4.1167e-01	5.0551e-01	4.6851e-02	7.9463e-06	8.7755e-10	1.5712e-13	3.4075e-18	6.2822e-24
705000	3504000	441	39040.4	1.2176e+00	2.282	3.0425e-06	2.2973e-03	4.1033e-01	7.3335e-01	7.1608e-02	1.1142e-05	1.1063e-09	1.7324e-13	3.0784e-18	4.2606e-24
706000	3504000	446	39739.5	1.4201e+00	2.220	3.1190e-06	2.0063e-03	3.9930e-01	9.2776e-01	9.0989e-02	1.3053e-05	1.2007e-09	1.6841e-13	2.5025e-18	2.6419e-24
707000	3504000	578	40451.2	1.5592e+00	2.190	4.4700e-06	1.2412e-03	3.9175e-01	1.0685e+00	9.7688e-02	1.3074e-05	1.1420e-09	1.4640e-13	1.8513e-18	1.5114e-24
708000	3504000	445	41174.9	1.9074e+00	2.119	3.1609e-06	1.6654e-03	3.5849e-01	1.4121e+00	1.3508e-01	1.7760e-05	1.3974e-09	1.5689e-13	1.6274e-18	9.9834e-25
709000	3504000	439	41910.0	2.1971e+00	2.080	3.1268e-06	1.5545e-03	3.3187e-01	1.7048e+00	1.5889e-01	2.0621e-05	1.4982e-09	1.5034e-13	1.3017e-18	6.0835e-25
710000	3504000	196	42655.9	2.7191e+00	2.020	1.9422e-06	1.7007e-03	2.8093e-01	2.2075e+00	2.2887e-01	3.0457e-05	1.9683e-09	1.7080e-13	1.1993e-18	4.1746e-25
711000	3504000	242	43412.0	3.0340e+00	2.005	2.1140e-06	1.6127e-03	2.5843e-01	2.5285e+00	2.4545e-01	3.2882e-05	1.9790e-09	1.5464e-13	9.1253e-19	2.4326e-25
712000	3504000	318	44177.7	3.3363e+00	1.996	2.4380e-06	1.4320e-03	2.3691e-01	2.8458e+00	2.5212e-01	3.4251e-05	1.9262e-09	1.3603e-13	6.7665e-19	1.3849e-25
713000	3504000	195	44952.7	3.8423e+00	1.975	1.9835e-06	1.4435e-03	2.0373e-01	3.3332e+00	3.0384e-01	4.2897e-05	2.1945e-09	1.3658e-13	5.6021e-19	8.6516e-26
714000	3504000	244	45736.4	4.2013e+00	1.970	2.1525e-06	1.3295e-03	1.8609e-01	3.7009e+00	3.1293e-01	4.5334e-05	2.1559e-09	1.2075e-13	4.1601e-19	4.9190e-26
715000	3504000	185	46528.4	4.6561e+00	1.961	1.9763e-06	1.2795e-03	1.6487e-01	4.1427e+00	3.4715e-01	5.2282e-05	2.2827e-09	1.1366e-13	3.2536e-19	2.9205e-26
716000	3504000	305	47328.3	4.9372e+00	1.963	2.3794e-06	1.1278e-03	1.4891e-01	4.4528e+00	3.3430e-01	5.1396e-05	2.0984e-09	9.4667e-14	2.2904e-19	1.5818e-26
717000	3504000	456	48135.7	5.1630e+00	1.967	3.0331e-06	8.9165e-04	1.3955e-01	4.7120e+00	3.1049e-01	4.8587e-05	1.8622e-09	7.6405e-14	1.5676e-19	8.3510e-27
718000	3504000	172	48950.1	5.7457e+00	1.953	1.9558e-06	1.0590e-03	1.2526e-01	5.2210e+00	3.9828e-01	6.6389e-05	2.2798e-09	8.1160e-14	1.3540e-19	5.3841e-27
719000	3504000	79	49771.4	6.0652e+00	1.952	1.7927e-06	1.0436e-03	1.3084e-01	5.5070e+00	4.2625e-01	7.4242e-05	2.3427e-09	7.4151e-14	1.0278e-19	3.1029e-27
720000	3504000	132	50599.1	6.2518e+00	1.950	1.8729e-06	9.4868e-04	1.1571e-01	5.7073e+00	4.2771e-01	7.6366e-05	2.2269e-09	6.3212e-14	7.3393e-20	1.6929e-27
721000	3504000	98	51432.8	6.4010e+00	1.949	1.8107e-06	9.0826e-04	1.1470e-01	5.8445e+00	4.4081e-01	8.1512e-05	2.1886e-09	5.5422e-14	5.3640e-20	9.4173e-28
722000	3504000	63	52272.5	6.4669e+00	1.950	1.7742e-06	8.7025e-04	1.2078e-01	5.8977e+00	4.4743e-01	8.5582e-05	2.1181e-09	4.7900e-14	3.8681e-20	5.1729e-28
723000	3504000	61	53117.7	6.4486e+00	1.949	1.7683e-06	8.1932e-04	1.1979e-01	5.8791e+00	4.4872e-01	8.8339e-05	2.0146e-09	4.0721e-14	2.7460e-20	2.7991e-28
724000	3504000	149	53968.1	6.3503e+00	1.948	1.8733e-06	7.2714e-04	1.0564e-01	5.8069e+00	4.3694e-01	8.7387e-05	1.8380e-09	3.3320e-14	1.8827e-20	1.4665e-28
725000	3504000	38	54823.7	6.1874e+00	1.948	1.7362e-06	7.3882e-04	1.2018e-01	5.6225e+00	4.4395e-01	9.2522e-05	1.7896e-09	2.8868e-14	1.3563e-20	8.0274e-29
726000	3504000	20	55684.0	5.9576e+00	1.947	1.7146e-06	7.0667e-04	1.2107e-01	5.3981e+00	4.3759e-01	9.3755e-05	1.6692e-09	2.4046e-14	9.4279e-21	4.2509e-29
727000	3504000	46	56548.9	5.6857e+00	1.947	1.7260e-06	6.5518e-04	1.2456e-01	5.1339e+00	4.2648e-01	9.3351e-05	1.5286e-09	1.9678e-14	6.4429e-21	2.2143e-29
728000	3504000	245	57418.3	5.3851e+00	1.943	1.9490e-06	5.3552e-04	8.5198e-02	4.9057e+00	3.9365e-01	8.5602e-05	1.2917e-09	1.4966e-14	4.1214e-21	1.0855e-29
729000	3504000	267	58291.8	5.0505e+00	1.943	1.9505e-06	4.9803e-04	8.7356e-02	4.5845e+00	3.7809e-01	8.3704e-05	1.1608e-09	1.2018e-14	2.7636e-21	5.5482e-30
730000	3504000	268	59169.3	4.6846e+00	1.942	1.9138e-06	4.7061e-04	8.9501e-02	4.2304e+00	3.6418e-01	8.2333e-05	1.0481e-09	9.6801e-15	1.8562e-21	2.8372e-30
731000	3504000	230	60050.6	4.2856e+00	1.939	1.8306e-06	4.5755e-04	9.0810e-02	3.8412e+00	3.5309e-01	8.2064e-05	9.5788e-10	7.8750e-15	1.2565e-21	1.4599e-30
732000	3504000	156	60935.6	3.9155e+00	1.948	1.7296e-06	4.6009e-04	1.3614e-01	3.4371e+00	3.4168e-01	8.2054e-05	8.7837e-10	6.4218e-15	8.5181e-22	7.5171e-31
733000	3504000	67	61824.2	3.5274e+00	1.950	1.6500e-06	4.7295e-04	1.4838e-01	3.0524e+00	3.2604e-01	8.0818e-05	7.9436e-10	5.1698e-15	5.7055e-22	3.8273e-31
734000	3504000	30	62716.0	3.1671e+00	1.952	1.6188e-06	4.6812e-04	1.5240e-01	2.7085e+00	3.0559e-01	7.7409e-05	6.9836e-10	4.0526e-15	3.7276e-22	1.9033e-31
735000	3504000	0	63611.1	2.8274e+00	1.955	1.5908e-06	4.6086e-04	1.5633e-01	2.3862e+00	2.8440e-01	7.3486e-05	6.0821e-10	3.1468e-15	2.4124e-22	9.3751e-32
736000	3504000	0	64509.3	2.5144e+00	1.960	1.5737e-06	4.4231e-04	1.6108e-01	2.0901e+00	2.6268e-01	6.8945e-05	5.2289e-10	2.4121e-15	1.5413e-22	4.5590e-32
737000	3504000	0	65410.4	2.2256e+00	1.966	1.5559e-06	4.2520e-04	1.6560e-01	1.8184e+00	2.4110e-01	6.4217e-05	4.4610e-10	1.8343e-15	9.7680e-23	2.1988e-32
738000	3504000	0	66314.4	1.9621e+00	1.975	1.5373e-06	4.0944e-04	1.6983e-01	1.5719e+00	2.1991e-01	5.9383e-05	3.7767e-10	1.3839e-15	6.1408e-23	1.0519e-32
739000	3504000	0	67221.1	1.7239e+00	1.986	1.5180e-06	3.9492e-04	1.7369e-01	1.3504e+00	1.9932e-01	5.4516e-05	3.1729e-10	1.0359e-15	3.8295e-23	4.9907e-33
740000	3504000	0	68130.3	1.5105e+00	1.999	1.4981e-06	3.8155e-04	1.7713e-01	1.1534e+00	1.7953e-01	4.9686e-05	2.6452e-10	7.6933e-16	2.3689e-23	2.3486e-33
674000	3503000	364	29431.0	3.0276e-05	3.996	5.3871e-07	2.9068e-05	6.6923e-07	3.1590e-22	2.9196e-17	8.9047e-17	5.3468e-18	4.9098e-20	1.0204e-22	4.8573e-26
675000	3503000	422	29313.1	2.9690e-05	4.004	5.8499e-07	2.8626e-05	4.7949e-07	5.7855e-21	2.2353e-16	5.1297e-16	2.4245e-17	1.9390e-19	3.6181e-22	1.5819e-25
676000	3503000	386	29229.0	4.8409e-05	3.985	6.3753e-07	4.6420e-05	1.3521e-06	1.5469e-19	1.8718e-15	3.1634e-15	1.1351e-16	7.6987e-19	1.2579e-21	4.9417e-25
677000	3503000	310	29178.9	9.0570e-05	3.965	6.7157e-07	8.6082e-05	3.8169e-06	5.3453e-18	1.5426e-14	1.9061e-14	5.0856e-16	2.8914e-18	4.0899e-21	1.4283e-24
678000	3503000	318	29163.0	1.1157e-04	3.963	7.2437e-07	1.0602e-04	4.8283e-06	1.0818e-16	1.0098e-13	9.2481e-14	1.8502e-15	8.9856e-18	1.1194e-20	3.5232e-24
679000	3503000	321	29181.4	1.4018e-04	3.958	7.7883e-07	1.3277e-04	6.6322e-06	2.0613e-15	6.1488e-13	4.1488e-13	6.1553e-15	2.5467e-17	2.7846e-20	7.8674e-24
680000	3503000	340	29234.1	1.6027e-04	3.959	8.4899e-07	1.5198e-04	7.4444e-06	3.0865e-14	3.3691e-12	1.6665e-12	1.8240e-14	6.4455e-17	6.1944e-20	1.5704e-23
681000	3503000	315	29320.7	2.3085e-04	3.938	8.8602e-07	2.1465e-04	1.5312e-05	5.7149e-13	1.8553e-11	6.6115e-12	5.2468e-14	1.5646e-16	1.3043e-19	2.9281e-23
682000	3503000	283	29441.1	3.1181e-04	3.906	9.1661e-07	2.8062e-04	3.0277e-05	9.3781e-12	9.6067e-11	2.4329e-11	1.3906e-13	3.4925e-16	2.5155e-19	4.9722e-23
683000	3503000	264	29594.8	4.2596e-04	3.898	9.5579e-07	3.8055e-04	4.4454e-05	1.1645e-10	4.5381e-10	8.0654e-11	3.3177e-13	7.0390e-16	4.3817e-19	7.6057e-23
684000	3503000	276	29781.3	4.9715e-04	3.885	1.0228e-06	4.3785e-04	5.8270e-05	9.9331e-10	1.9043e-09	2.3498e-10	6.9862e-13	1.2615e-15	6.8132e-19	1.0384e-22
685000	3503000	258	30000.0	6.8364e-04	3.871	1.0581e-06	5.9309e-04	8.9479e-05	8.7443e-09	7.8909e-09	6.6147e-10	1.4136e-12	2.1596e-15	1.0018e-18	1.3231e-22
686000	3503000	208	30250.2	9.9025e-04	3.760	1.0506e-06	7.5019e-04	2.3889e-04	7.5874e-08	3.2243e-08	1.7993e-09	2.7578e-12	3.5474e-15	1.3994e-18	1.5789e-22
687000	3503000	250	30531.1	1.1198e-03	3.805	1.1585e-06	8.9961e-04	2.1859e-04	3.5125e-07	1.0650e-07	3.9546e-09	4.4454e-12	4.9285e-15	1.6804e-18	1.6318e-22
688000	3503000	205	30841.9	1.6608e-03	3.649	1.1451e-06	1.0789e-03	5.7823e-04	2.1283e-06	3.7961e-07	9.1636e-09	7.5103e-12	7.0682e-15	2.0369e-18	1.6562e-22
689000	3503000	209	31181.7	2.4071e-03	3.562	1.2023e-06	1.3615e-03	1.0343e-03	8.9402e-06	1.1717e-06	1.8349e-08	1.1206e-11	9.0999e-15	2.2319e-18	1.5139e-22
690000	3503000	182	31549.5	4.3889e-03	3.456	1.2207e-06	2.0450e-03	2.3021e-03	3.6907e-05	3.5494e-06	3.5747e-08	1.6464e-11	1.1534e-14	2.3849e-18	1.3239e-22
691000	3503000	186	31944.4	7.5301e-03	3.330	1.2725e-06	2.6266e-03	4.7716e-03	1.2094e-04	9.6482e-06	6.2642e-08	2.2330e-11	1.3671e-14	2.3888e-18	1.0745e-22
692000	3503000	183	32365.4	1.3622e-02	3.219	1.3164e-06	3.3936e-03	9.8400e-03	3.6246e-04	2.4872e-05	1.0424e-07	2.9433e-11	1.5833e-14	2.3286e-18	8.3561e-23
693000	3503000	161	32811.5	2.4854e-02	3.118	1.3368e-06	4.0746e-03	1.9697e-02	1.0190e-03	6.1603e-05	1.6766e-07	3.8395e-11	1.8203e-14	2.2419e-18	6.3183e-23
694000	3503000	180	33281.6	4.1954e-02	3.059	1.4080e-06	5.1279e-03	3.4321e-02	2.3664e-03	1.3678e-04	2.4423e-07	4.6939e-11	1.9862e-14	2.0588e-18	4.5311e-23
695000	3503000	242	33774.8	6.4614e-02	3.020	1.5919e-06	6.4677e-03	5.3256e-02	4.6166e-03	2.7136e-04	3.2003e-07	5.3540e-11	2.0488e-14	1.7998e-18	3.0871e-23
696000	3503000	215	34290.1	1.0401e-01	2.960	1.5700e-06	7.1102e-03	8.6174e-02	1.0152e-02	5.7287e-04	4.5938e-07	6.7122e-11	2.2846e-14	1.6722e-18	2.1937e-23
697000	3503000	360	34826.5	1.3485e-01	2.945	2.1568e-06	9.2303e-03	1.0994e-01	1.4762e-02	9.1557e-04	4.9453e-07	6.7267e-11	2.1183e-14	1.3341e-18	1.3686e-23
698000	3503000	390	35383.1	1.8708e-01	2.897	2.3979e-06	9.7375e-03	1.4996e-01	2.5763e-02	1.6223e-03	6.1887e-07	7.7188e-11	2.1931e-14	1.1623e-18	9.1474e-24
699000	3503000	314	35958.8	2.7017e-01	2.819	2.0709e-06	8.1817e-03	2.0797e-01	5.0870e-02	3.1418e-03	8.9419e-07	1.0022e-10	2.5103e-14	1.0973e-18	6.5178e-24
700000	3503000	304	36552.8	3.5456e-01	2.753	2.0832e-06	7.0723e-03	2.5824e-01	8.3930e-02	5.3177e-03	1.1511e-06	1.1880e-10	2.6628e-14	9.7223e-19	4.4001e-24
701000	3503000	455	37164.3	4.0456e-01	2.721	3.0917e-06	7.1466e-03	2.8438e-01	1.0598e-01	7.0459e-03	1.1607e-06	1.1556e-10	2.3960e-14	7.5171e-19	2.6501e-24
702000	3503000	439	37792.3	5.0679e-01	2.646	3.0361e-06	5.5963e-03	3.2713e-01	1.6306e-01	1.0995e-02	1.4803e-06	1.3605e-10	2.5195e-14	6.5924e-19	1.7688e-24
703000	3503000	327	38436.1	6.5879e-01	2.545	2.3523e-06	3.8380e-03	3.7012e-01	2.6637e-01	1.8462e-02	2.1403e-06	1.7735e-10	2.8784e-14	6.1803e-19	1.2461e-24
704000	3503000	333	39094.8	7.8442e-01	2.473	2.4306e-06	3.1474e-03	3.9027e-01	3.6523e-01	2.5760e-02	2.5975e-06	2.0010e-10	2.9143e-14	5.2399e-19	8.0666e-25
705000	3503000	473	39767.8	8.6118e-01	2.433	3.5072e-06	2.9755e-03	3.9608e-01	4.3269e-01	2.9435e-02	2.6169e-06	1.9344e-10	2.5916e-14	3.9863e-19	4.7648e-25
706000	3503000	483	40454.3	1.0095e+00	2.365	3.6420e-06	2.4482e-03	4.0189e-01	5.6723e-01	3.7935e-02	3.1270e-06	2.1470e-10	2.5804e-14	3.3231e-19	3.0328e-25
707000	3503000	620	41153.7	1.1059e+00	2.330	5.3814e-06	1.3973e-03	4.0276e-01	6.6121e-01	4.0516e-02	3.1535e-06	2.0698e-10	2.2821e-14	2.5086e-19	1.7744e-25
708000	3503000	673	41865.3	1.2616e+00	2.282	6.1356e-06	1.1527e-03	3.9989e-01	8.1400e-01	4.6571e-02	3.5354e-06	2.1721e-10	2.1621e-14	2.0011e-19	1.0855e-25
709000	3503000	539	42588.4	1.5587e+00	2.204	4.2400e-06	1.3325e-03	3.8093e-01	1.1111e+00	6.5375e-02	4.9597e-06	2.7361e-10	2.3810e-14	1.8049e-19	7.3496e-26
710000	3503000	315	43322.6	1.9713e+00	2.127	2.5187e-06	1.7461e-03	3.4456e-01	1.5264e+00	9.8594e-02	7.6224e-06	3.7212e-10	2.7938e-14	1.7148e-19	5.1939e-26
711000	3503000	244	44067.3	2.3124e+00	2.086	2.2180e-06	1.7582e-03	3.1746e-01	1.8723e+00	1.2095e-01	9.5658e-06	4.2741e-10	2.8438e-14	1.4462e-19	3.3178e-26
712000	3503000	150	44821.8	2.6952e+00	2.054	1.9442e-06	1.7100e-03	2.8979e-01	2.2570e+00	1.4671e-01	1.2004e-05	4.9077e-10	2.8914e-14	1.2173e-19	2.1137e-26
713000	3503000	175	45585.9	3.0214e+00	2.037	2.0198e-06	1.5829e-03	2.6674e-01	2.5939e+00	1.5913e-01	1.3412e-05	5.0939e-10	2.6955e-14	9.5144e-20	1.2630e-26
714000	3503000	212	46358.9	3.3525e+00	2.023	2.1356e-06	1.4833e-03	2.4194e-01	2.9400e+00	1.6910e-01	1.4721e-05	5.1988e-10	2.4739e-14	7.3290e-20	7.4441e-27
715000	3503000	161	47140.4	3.7693e+00	2.010	2.0032e-06	1.4134e-03	2.2367e-01	3.3541e+00	1.9002e-01	1.7249e-05	5.6085e-10	2.3770e-14	5.8601e-20	4.5240e-27
716000	3503000	88	47930.1	4.1999e+00	2.000	1.8593e-06	1.3704e-03	2.1094e-01	3.7749e+00	2.1269e-01	2.0206e-05	6.0460e-10	2.2802e-14	4.6741e-20	2.7408e-27
717000	3503000	187	48727.5	4.5062e+00	1.994	2.0760e-06	1.2379e-03	1.8506e-01	4.1058e+00	2.1412e-01	2.0907e-05	5.8313e-10	1.9857e-14	3.4295e-20	1.5434e-27
718000	3503000	277	49532.2	4.7893e+00	1.992	2.3653e-06	1.1114e-03	1.7195e-01	4.4045e+00	2.1175e-01	2.1268e-05	5.5383e-10	1.7046e-14	2.4828e-20	8.5818e-28
719000	3503000	196	50344.0	5.1885e+00	1.984	2.0925e-06	1.0872e-03	1.5334e-01	4.7963e+00	2.3780e-01	2.4960e-05	5.9512e-10	1.6241e-14	1.9608e-20	5.1360e-28
720000	3503000	179	51162.4	5.4925e+00	1.982	2.0491e-06	1.0246e-03	1.4763e-01	5.0927e+00	2.5103e-01	2.7347e-05	6.0160e-10	1.4669e-14	1.4782e-20	2.9500e-28
721000	3503000	90	51987.2	5.7773e+00	1.980	1.8720e-06	1.0031e-03	1.5435e-01	5.3498e+00	2.7211e-01	3.1017e-05	6.2699e-10	1.3590e-14	1.1377e-20	1.7234e-28
722000	3503000	153	52818.0	5.9228e+00	1.978	1.9792e-06	9.1244e-04	1.3928e-01	5.5096e+00	2.7296e-01	3.1922e-05	5.9764e-10	1.1637e-14	8.1720e-21	9.4689e-29
723000	3503000	42	53654.6	6.0515e+00	1.977	1.8139e-06	9.1040e-04	1.4743e-01	5.6132e+00	2.8996e-01	3.5521e-05	6.1177e-10	1.0594e-14	6.1831e-21	5.4406e-29
724000	3503000	28	54496.7	6.0798e+00	1.975	1.7953e-06	8.6571e-04	1.4395e-01	5.6392e+00	2.9571e-01	3.7454e-05	5.9516e-10	9.2142e-15	4.4912e-21	3.0124e-29
725000	3503000	13	55344.0	6.0362e+00	1.974	1.7749e-06	8.2547e-04	1.4158e-01	5.5941e+00	2.9968e-01	3.9208e-05	5.7465e-10	7.9523e-15	3.2367e-21	1.6547e-29
726000	3503000	46	56196.4	5.9344e+00	1.974	1.7977e-06	7.6500e-04	1.4332e-01	5.4907e+00	2.9949e-01	4.0197e-05	5.4316e-10	6.7262e-15	2.2889e-21	8.9268e-30
727000	3503000	28	57053.6	5.7609e+00	1.973	1.7731e-06	7.3241e-04	1.4273e-01	5.3176e+00	2.9978e-01	4.1490e-05	5.1665e-10	5.7164e-15	1.6238e-21	4.8260e-30
728000	3503000	219	57915.3	5.5338e+00	1.968	1.9930e-06	6.1194e-04	1.0414e-01	5.1470e+00	2.8196e-01	3.9059e-05	4.4954e-10	4.4822e-15	1.0718e-21	2.4427e-30
729000	3503000	240	58781.4	5.2797e+00	1.968	2.0004e-06	5.7140e-04	1.0667e-01	4.8962e+00	2.7613e-01	3.9122e-05	4.1471e-10	3.6984e-15	7.3908e-22	1.2847e-30
730000	3503000	250	59651.7	4.9867e+00	1.968	1.9807e-06	5.3777e-04	1.0896e-01	4.6067e+00	2.7045e-01	3.9223e-05	3.8250e-10	3.0476e-15	5.0845e-22	6.7354e-31
731000	3503000	207	60526.1	4.6419e+00	1.965	1.8841e-06	5.2269e-04	1.0770e-01	4.2645e+00	2.6917e-01	4.0300e-05	3.6069e-10	2.5582e-15	3.5514e-22	3.5757e-31
732000	3503000	45	61404.2	4.3022e+00	1.974	1.7187e-06	5.6165e-04	1.5820e-01	3.8731e+00	2.7030e-01	4.2421e-05	3.4871e-10	2.1957e-15	2.5291e-22	1.9315e-31
733000	3503000	0	62286.0	3.9462e+00	1.975	1.6775e-06	5.5582e-04	1.6046e-01	3.5243e+00	2.6087e-01	4.2092e-05	3.1823e-10	1.7879e-15	1.7171e-22	9.9845e-32
734000	3503000	0	63171.4	3.6018e+00	1.977	1.6618e-06	5.3197e-04	1.6543e-01	3.1866e+00	2.4922e-01	4.1086e-05	2.8539e-10	1.4313e-15	1.1468e-22	5.0790e-32
735000	3503000	0	64060.1	3.2660e+00	1.980	1.6451e-06	5.0993e-04	1.7051e-01	2.8584e+00	2.3660e-01	3.9815e-05	2.5398e-10	1.1367e-15	7.5977e-23	2.5626e-32
736000	3503000	0	64952.1	2.9442e+00	1.984	1.6275e-06	4.8957e-04	1.7558e-01	2.5448e+00	2.2322e-01	3.8305e-05	2.2429e-10	8.9572e-16	4.9930e-23	1.2824e-32
737000	3503000	0	65847.2	2.6400e+00	1.989	1.6091e-06	4.7076e-04	1.8048e-01	2.2497e+00	2.0929e-01	3.6586e-05	1.9655e-10	7.0024e-16	3.2549e-23	6.3648e-33
738000	3503000	0	66745.2	2.3563e+00	1.996	1.5899e-06	4.5339e-04	1.8511e-01	1.9757e+00	1.9500e-01	3.4692e-05	1.7093e-10	5.4312e-16	2.1048e-23	3.1332e-33
739000	3503000	0	67646.1	2.0946e+00	2.005	1.5700e-06	4.3737e-04	1.8938e-01	1.7242e+00	1.8054e-01	3.2658e-05	1.4750e-10	4.1793e-16	1.3501e-23	1.5298e-33
740000	3503000	0	68549.8	1.8557e+00	2.015	1.5495e-06	4.2259e-04	1.9321e-01	1.4959e+00	1.6612e-01	3.0522e-05	1.2631e-10	3.1906e-16	8.5908e-24	7.4083e-34
674000	3502000	410	30422.2	2.5617e-05	4.004	5.6025e-07	2.4606e-05	4.5081e-07	5.9174e-23	4.8391e-18	1.0797e-17	4.8717e-19	3.7464e-21	6.7783e-24	2.8946e-27
675000	3502000	407	30308.2	3.4872e-05	3.996	6.1412e-07	3.3499e-05	7.5814e-07	1.3542e-21	4.1914e-17	6.9858e-17	2.4164e-18	1.5918e-20	2.5466e-23	9.8587e-27
676000	3502000	419	30226.8	4.1069e-05	3.996	6.7468e-07	3.9545e-05	8.4989e-07	2.6698e-20	3.2348e-16	4.0374e-16	1.0622e-17	6.0072e-20	8.5134e-23	2.9903e-26
677000	3502000	407	30178.4	5.9505e-05	3.984	7.3343e-07	5.7059e-05	1.7133e-06	5.5350e-19	2.4146e-15	2.2381e-15	4.3968e-17	2.1157e-19	2.6330e-22	8.3222e-26
678000	3502000	348	30163.0	9.4948e-05	3.968	7.7415e-07	9.0362e-05	3.8120e-06	1.4682e-17	1.8191e-14	1.2355e-14	1.7715e-16	7.1494e-19	7.7021e-22	2.1617e-25
