i	x	y	z	R
4599	42628.1809	-13207.0792	4449.4779	2997.8611
4600	42637.7846	-13209.8665	4449.4779	2997.8611
4601	42647.3883	-13212.6537	4449.4779	2997.8611
4602	42656.9920	-13215.4410	4449.4779	2997.8611
4603	42666.5957	-13218.2283	4449.4779	2997.8611
4604	42676.1994	-13221.0156	4449.4779	2997.8611
4605	42685.8031	-13223.8028	4449.4779	2997.8611
4606	42695.4068	-13226.5901	4449.4779	2997.8611
4607	42705.0105	-13229.3774	4449.4779	2997.8611
4608	42714.6142	-13232.1647	4449.4779	2997.8611
4609	42724.2179	-13234.9519	4449.4779	2997.8611
4610	42733.8217	-13237.7392	4449.4779	2997.8611
4611	42743.4254	-13240.5265	4449.4779	2997.8611
4612	42753.0291	-13243.3137	4449.4779	2997.8611
4613	42762.6328	-13246.1010	4449.4779	2997.8611
4614	42772.2365	-13248.8883	4449.4779	2997.8611
4615	42781.8402	-13251.6756	4449.4779	2997.8611
4616	42791.4439	-13254.4628	4449.4779	2997.8611
4617	42801.0476	-13257.2501	4449.4779	2997.8611
4618	42810.6513	-13260.0374	4449.4779	2997.8611
4619	42820.2550	-13262.8247	4449.4779	2997.8611
4620	42829.8587	-13265.6119	4449.4779	2997.8611
4621	42839.4624	-13268.3992	4449.4779	2997.8611
4622	42849.0661	-13271.1865	4449.4779	2997.8611
4623	42858.6698	-13273.9737	4449.4779	2997.8611
4624	42868.2735	-13276.7610	4449.4779	2997.8611
4625	42877.8772	-13279.5483	4449.4779	2997.8611
4626	42887.4809	-13282.3356	4449.4779	2997.8611
4627	42897.0846	-13285.1228	4449.4779	2997.8611
4628	42906.6883	-13287.9101	4449.4779	2997.8611
4629	42916.2920	-13290.6974	4449.4779	2997.8611
4630	42925.8957	-13293.4847	4449.4779	2997.8611
4631	42935.4994	-13296.2719	4449.4779	2997.8611
4632	42945.1031	-13299.0592	4449.4779	2997.8611
4633	42954.7068	-13301.8465	4449.4779	2997.8611
4634	42964.3105	-13304.6337	4449.4779	2997.8611
4635	42973.9142	-13307.4210	4449.4779	2997.8611
4636	42983.5179	-13310.2083	4449.4779	2997.8611
4637	42993.1216	-13312.9956	4449.4779	2997.8611
4638	43002.7253	-13315.7828	4449.4779	2997.8611
4639	43012.3290	-13318.5701	4449.4779	2997.8611
4640	43021.9327	-13321.3574	4449.4779	2997.8611
4641	43031.5364	-13324.1447	4449.4779	2997.8611
4642	43041.1401	-13326.9319	4449.4779	2997.8611
4643	43050.7438	-13329.7192	4449.4779	2997.8611
4644	43060.3476	-13332.5065	4449.4779	2997.8611
4645	43069.9513	-13335.2938	4449.4779	2997.8611
4646	43079.5550	-13338.0810	4449.4779	2997.8611
4647	43089.1587	-13340.8683	4449.4779	2997.8611
4648	43098.7624	-13343.6556	4449.4779	2997.8611
4649	43108.3661	-13346.4428	4449.4779	2997.8611
4650	43117.9698	-13349.2301	4449.4779	2997.8611
4651	43127.5735	-13352.0174	4449.4779	2997.8611
4652	43137.1772	-13354.8047	4449.4779	2997.8611
4653	43146.7809	-13357.5919	4449.4779	2997.8611
4654	43156.3846	-13360.3792	4449.4779	2997.8611
4655	43165.9883	-13363.1665	4449.4779	2997.8611
4656	43175.5920	-13365.9538	4449.4779	2997.8611
4657	43185.1957	-13368.7410	4449.4779	2997.8611
4658	43194.7994	-13371.5283	4449.4779	2997.8611
4659	43204.4031	-13374.3156	4449.4779	2997.8611
4660	43214.0068	-13377.1028	4449.4779	2997.8611
4661	43223.6105	-13379.8901	4449.4779	2997.8611
4662	43233.2142	-13382.6774	4449.4779	2997.8611
4663	43242.8179	-13385.4647	4449.4779	2997.8611
4664	43252.4216	-13388.2519	4449.4779	2997.8611
4665	43262.0253	-13391.0392	4449.4779	2997.8611
4666	43271.6290	-13393.8265	4449.4779	2997.8611
4667	43281.2327	-13396.6138	4449.4779	2997.8611
4668	43290.8364	-13399.4010	4449.4779	2997.8611
4669	43300.4401	-13402.1883	4449.4779	2997.8611
4670	43310.0438	-13404.9756	4449.4779	2997.8611
4671	43319.6475	-13407.7628	4449.4779	2997.8611
4672	43329.2512	-13410.5501	4449.4779	2997.8611
4673	43338.8549	-13413.3374	4449.4779	2997.8611
4674	43348.4586	-13416.1247	4449.4779	2997.8611
4675	43358.0623	-13418.9119	4449.4779	2997.8611
4676	43367.6660	-13421.6992	4449.4779	2997.8611
4677	43377.2697	-13424.4865	4449.4779	2997.8611
4678	43386.8734	-13427.2738	4449.4779	2997.8611
4679	43396.4772	-13430.0610	4449.4779	2997.8611
4680	43406.0809	-13432.8483	4449.4779	2997.8611
4681	43415.6846	-13435.6356	4449.4779	2997.8611
4682	43425.2883	-13438.4229	4449.4779	2997.8611
4683	43434.8920	-13441.2101	4449.4779	2997.8611
4684	43444.4957	-13443.9974	4449.4779	2997.8611
4685	43454.0994	-13446.7847	4449.4779	2997.8611
4686	43463.7031	-13449.5719	4449.4779	2997.8611
4687	43473.3068	-13452.3592	4449.4779	2997.8611
4688	43482.9105	-13455.1465	4449.4779	2997.8611
4689	43492.5142	-13457.9338	4449.4779	2997.8611
4690	43502.1179	-13460.7210	4449.4779	2997.8611
4691	43511.7216	-13463.5083	4449.4779	2997.8611
4692	43521.3253	-13466.2956	4449.4779	2997.8611
4693	43530.9290	-13469.0829	4449.4779	2997.8611
4694	43540.5327	-13471.8701	4449.4779	2997.8611
4695	43550.1364	-13474.6574	4449.4779	2997.8611
4696	43559.7401	-13477.4447	4449.4779	2997.8611
4697	43569.3438	-13480.2319	4449.4779	2997.8611
4698	43578.9475	-13483.0192	4449.4779	2997.8611
4699	43588.5512	-13485.8065	4449.4779	2997.8611
4700	43598.1549	-13488.5938	4449.4779	2997.8611
4701	43607.7586	-13491.3810	4449.4779	2997.8611
4702	43617.3623	-13494.1683	4449.4779	2997.8611
4703	43626.9660	-13496.9556	4449.4779	2997.8611
4704	43636.5697	-13499.7429	4449.4779	2997.8611
4705	43646.1734	-13502.5301	4449.4779	2997.8611
4706	43655.7771	-13505.3174	4449.4779	2997.8611
4707	43665.3808	-13508.1047	4449.4779	2997.8611
4708	43674.9845	-13510.8919	4449.4779	2997.8611
4709	43684.5882	-13513.6792	4449.4779	2997.8611
4710	43694.1919	-13516.4665	4449.4779	2997.8611
4711	43703.7956	-13519.2538	4449.4779	2997.8611
4712	43713.3993	-13522.0410	4449.4779	2997.8611
4713	43723.0031	-13524.8283	4449.4779	2997.8611
4714	43732.6068	-13527.6156	4449.4779	2997.8611
4715	43742.2105	-13530.4029	4449.4779	2997.8611
4716	43751.8142	-13533.1901	4449.4779	2997.8611
4717	43761.4179	-13535.9774	4449.4779	2997.8611
4718	43771.0216	-13538.7647	4449.4779	2997.8611
4719	43780.6253	-13541.5519	4449.4779	2997.8611
4720	43790.2290	-13544.3392	4449.4779	2997.8611
4721	43799.8327	-13547.1265	4449.4779	2997.8611
4722	43809.4364	-13549.9138	4449.4779	2997.8611
4723	43819.0401	-13552.7010	4449.4779	2997.8611
4724	43828.6438	-13555.4883	4449.4779	2997.8611
4725	43838.2475	-13558.2756	4449.4779	2997.8611
4726	43847.8512	-13561.0629	4449.4779	2997.8611
4727	43857.4549	-13563.8501	4449.4779	2997.8611
4728	43867.0586	-13566.6374	4449.4779	2997.8611
4729	43876.6623	-13569.4247	4449.4779	2997.8611
4730	43886.2660	-13572.2120	4449.4779	2997.8611
4731	43895.8697	-13574.9992	4449.4779	2997.8611
4732	43905.4734	-13577.7865	4449.4779	2997.8611
4733	43915.0771	-13580.5738	4449.4779	2997.8611
4734	43924.6808	-13583.3610	4449.4779	2997.8611
4735	43934.2845	-13586.1483	4449.4779	2997.8611
4736	43943.8882	-13588.9356	4449.4779	2997.8611
4737	43953.4919	-13591.7229	4449.4779	2997.8611
4738	43963.0956	-13594.5101	4449.4779	2997.8611
4739	43972.6993	-13597.2974	4449.4779	2997.8611
4740	43982.3030	-13600.0847	4449.4779	2997.8611
4741	43991.9067	-13602.8720	4449.4779	2997.8611
4742	44001.5104	-13605.6592	4449.4779	2997.8611
4743	44011.1141	-13608.4465	4449.4779	2997.8611
4744	44020.7178	-13611.2338	4449.4779	2997.8611
4745	44030.3215	-13614.0210	4449.4779	2997.8611
4746	44039.9252	-13616.8083	4449.4779	2997.8611
4747	44049.5289	-13619.5956	4449.4779	2997.8611
4748	44059.1327	-13622.3829	4449.4779	2997.8611
4749	44068.7364	-13625.1701	4449.4779	2997.8611
4750	44078.3401	-13627.9574	4449.4779	2997.8611
4751	44087.9438	-13630.7447	4449.4779	2997.8611
4752	44097.5475	-13633.5320	4449.4779	2997.8611
4753	44107.1512	-13636.3192	4449.4779	2997.8611
4754	44116.7549	-13639.1065	4449.4779	2997.8611
4755	44126.3586	-13641.8938	4449.4779	2997.8611
4756	44135.9623	-13644.6810	4449.4779	2997.8611
4757	44145.5660	-13647.4683	4449.4779	2997.8611
4758	44155.1697	-13650.2556	4449.4779	2997.8611
4759	44164.7734	-13653.0429	4449.4779	2997.8611
4760	44174.3771	-13655.8301	4449.4779	2997.8611
4761	44183.9808	-13658.6174	4449.4779	2997.8611
4762	44193.5845	-13661.4047	4449.4779	2997.8611
4763	44203.1882	-13664.1920	4449.4779	2997.8611
4764	44212.7919	-13666.9792	4449.4779	2997.8611
4765	44222.3956	-13669.7665	4449.4779	2997.8611
4766	44231.9993	-13672.5538	4449.4779	2997.8611
4767	44241.6030	-13675.3411	4449.4779	2997.8611
4768	44251.2067	-13678.1283	4449.4779	2997.8611
4769	44260.8104	-13680.9156	4449.4779	2997.8611
4770	44270.4141	-13683.7029	4449.4779	2997.8611
4771	44280.0178	-13686.4901	4449.4779	2997.8611
4772	44289.6215	-13689.2774	4449.4779	2997.8611
4773	44299.2252	-13692.0647	4449.4779	2997.8611
4774	44308.8289	-13694.8520	4449.4779	2997.8611
4775	44318.4326	-13697.6392	4449.4779	2997.8611
4776	44328.0363	-13700.4265	4449.4779	2997.8611
4777	44337.6400	-13703.2138	4449.4779	2997.8611
4778	44347.2437	-13706.0011	4449.4779	2997.8611
4779	44356.8474	-13708.7883	4449.4779	2997.8611
4780	44366.4511	-13711.5756	4449.4779	2997.8611
4781	44376.0548	-13714.3629	4449.4779	2997.8611
4782	44385.6586	-13717.1501	4449.4779	2997.8611
4783	44395.2623	-13719.9374	4449.4779	2997.8611
4784	44404.8660	-13722.7247	4449.4779	2997.8611
4785	44414.4697	-13725.5120	4449.4779	2997.8611
4786	44424.0734	-13728.2992	4449.4779	2997.8611
4787	44433.6771	-13731.0865	4449.4779	2997.8611
4788	44443.2808	-13733.8738	4449.4779	2997.8611
4789	44452.8845	-13736.6611	4449.4779	2997.8611
4790	44462.4882	-13739.4483	4449.4779	2997.8611
4791	44472.0919	-13742.2356	4449.4779	2997.8611
4792	44481.6956	-13745.0229	4449.4779	2997.8611
4793	44491.2993	-13747.8101	4449.4779	2997.8611
4794	44500.9030	-13750.5974	4449.4779	2997.8611
4795	44510.5067	-13753.3847	4449.4779	2997.8611
4796	44520.1104	-13756.1720	4449.4779	2997.8611
4797	44529.7141	-13758.9592	4449.4779	2997.8611
4798	44539.3178	-13761.7465	4449.4779	2997.8611
4799	44548.9215	-13764.5338	4449.4779	2997.8611
4800	44558.5252	-13767.3211	4449.4779	2997.8611
4801	44568.1289	-13770.1083	4449.4779	2997.8611
4802	44577.7326	-13772.8956	4449.4779	2997.8611
4803	44587.3363	-13775.6829	4449.4779	2997.8611
4804	44596.9400	-13778.4701	4449.4779	2997.8611
4805	44606.5437	-13781.2574	4449.4779	2997.8611
4806	44616.1474	-13784.0447	4449.4779	2997.8611
4807	44625.7511	-13786.8320	4449.4779	2997.8611
4808	44635.3548	-13789.6192	4449.4779	2997.8611
4809	44644.9585	-13792.4065	4449.4779	2997.8611
4810	44654.5622	-13795.1938	4449.4779	2997.8611
4811	44664.1659	-13797.9811	4449.4779	2997.8611
4812	44673.7696	-13800.7683	4449.4779	2997.8611
4813	44683.3733	-13803.5556	4449.4779	2997.8611
4814	44692.9770	-13806.3429	4449.4779	2997.8611
4815	44702.5807	-13809.1302	4449.4779	2997.8611
4816	44712.1845	-13811.9174	4449.4779	2997.8611
4817	44721.7882	-13814.7047	4449.4779	2997.8611
4818	44731.3919	-13817.4920	4449.4779	2997.8611
4819	44740.9956	-13820.2792	4449.4779	2997.8611
4820	44750.5993	-13823.0665	4449.4779	2997.8611
4821	44760.2030	-13825.8538	4449.4779	2997.8611
4822	44769.8067	-13828.6411	4449.4779	2997.8611
4823	44779.4104	-13831.4283	4449.4779	2997.8611
4824	44789.0141	-13834.2156	4449.4779	2997.8611
4825	44798.6178	-13837.0029	4449.4779	2997.8611
4826	44808.2215	-13839.7902	4449.4779	2997.8611
4827	44817.8252	-13842.5774	4449.4779	2997.8611
4828	44827.4289	-13845.3647	4449.4779	2997.8611
4829	44837.0326	-13848.1520	4449.4779	2997.8611
4830	44846.6363	-13850.9392	4449.4779	2997.8611
4831	44856.2400	-13853.7265	4449.4779	2997.8611
4832	44865.8437	-13856.5138	4449.4779	2997.8611
4833	44875.4474	-13859.3011	4449.4779	2997.8611
4834	44885.0511	-13862.0883	4449.4779	2997.8611
4835	44894.6548	-13864.8756	4449.4779	2997.8611
4836	44904.2585	-13867.6629	4449.4779	2997.8611
4837	44913.8622	-13870.4502	4449.4779	2997.8611
4838	44923.4659	-13873.2374	4449.4779	2997.8611
4839	44933.0696	-13876.0247	4449.4779	2997.8611
4840	44942.6733	-13878.8120	4449.4779	2997.8611
4841	44952.2770	-13881.5992	4449.4779	2997.8611
4842	44961.8807	-13884.3865	4449.4779	2997.8611
4843	44971.4844	-13887.1738	4449.4779	2997.8611
4844	44981.0881	-13889.9611	4449.4779	2997.8611
4845	44990.6918	-13892.7483	4449.4779	2997.8611
4846	45000.2955	-13895.5356	4449.4779	2997.8611
4847	45009.8992	-13898.3229	4449.4779	2997.8611
4848	45019.5029	-13901.1102	4449.4779	2997.8611
4849	45029.1066	-13903.8974	4449.4779	2997.8611
4850	45038.7103	-13906.6847	4449.4779	2997.8611
4851	45048.3141	-13909.4720	4449.4779	2997.8611
4852	45057.9178	-13912.2593	4449.4779	2997.8611
4853	45067.5215	-13915.0465	4449.4779	2997.8611
4854	45077.1252	-13917.8338	4449.4779	2997.8611
4855	45086.7289	-13920.6211	4449.4779	2997.8611
4856	45096.3326	-13923.4083	4449.4779	2997.8611
4857	45105.9363	-13926.1956	4449.4779	2997.8611
4858	45115.5400	-13928.9829	4449.4779	2997.8611
4859	45125.1437	-13931.7702	4449.4779	2997.8611
4860	45134.7474	-13934.5574	4449.4779	2997.8611
4861	45144.3511	-13937.3447	4449.4779	2997.8611
4862	45153.9548	-13940.1320	4449.4779	2997.8611
4863	45163.5585	-13942.9193	4449.4779	2997.8611
4864	45173.1622	-13945.7065	4449.4779	2997.8611
4865	45182.7659	-13948.4938	4449.4779	2997.8611
4866	45192.3696	-13951.2811	4449.4779	2997.8611
4867	45201.9733	-13954.0683	4449.4779	2997.8611
4868	45211.5770	-13956.8556	4449.4779	2997.8611
4869	45221.1807	-13959.6429	4449.4779	2997.8611
4870	45230.7844	-13962.4302	4449.4779	2997.8611
4871	45240.3881	-13965.2174	4449.4779	2997.8611
4872	45249.9918	-13968.0047	4449.4779	2997.8611
4873	45259.5955	-13970.7920	4449.4779	2997.8611
4874	45269.1992	-13973.5793	4449.4779	2997.8611
4875	45278.8029	-13976.3665	4449.4779	2997.8611
4876	45288.4066	-13979.1538	4449.4779	2997.8611
4877	45298.0103	-13981.9411	4449.4779	2997.8611
4878	45307.6140	-13984.7283	4449.4779	2997.8611
4879	45317.2177	-13987.5156	4449.4779	2997.8611
4880	45326.8214	-13990.3029	4449.4779	2997.8611
4881	45336.4251	-13993.0902	4449.4779	2997.8611
4882	45346.0288	-13995.8774	4449.4779	2997.8611
4883	45355.6325	-13998.6647	4449.4779	2997.8611
4884	45365.2362	-14001.4520	4449.4779	2997.8611
4885	45374.8400	-14004.2393	4449.4779	2997.8611
4886	45384.4437	-14007.0265	4449.4779	2997.8611
4887	45394.0474	-14009.8138	4449.4779	2997.8611
4888	45403.6511	-14012.6011	4449.4779	2997.8611
4889	45413.2548	-14015.3883	4449.4779	2997.8611
4890	45422.8585	-14018.1756	4449.4779	2997.8611
4891	45432.4622	-14020.9629	4449.4779	2997.8611
4892	45442.0659	-14023.7502	4449.4779	2997.8611
4893	45451.6696	-14026.5374	4449.4779	2997.8611
4894	45461.2733	-14029.3247	4449.4779	2997.8611
4895	45470.8770	-14032.1120	4449.4779	2997.8611
4896	45480.4807	-14034.8993	4449.4779	2997.8611
4897	45490.0844	-14037.6865	4449.4779	2997.8611
4898	45499.6881	-14040.4738	4449.4779	2997.8611
4899	45509.2918	-14043.2611	4449.4779	2997.8611
4900	45518.8955	-14046.0484	4449.4779	2997.8611
4901	45528.4992	-14048.8356	4449.4779	2997.8611
4902	45538.1029	-14051.6229	4449.4779	2997.8611
4903	45547.7066	-14054.4102	4449.4779	2997.8611
4904	45557.3103	-14057.1974	4449.4779	2997.8611
4905	45566.9140	-14059.9847	4449.4779	2997.8611
4906	45576.5177	-14062.7720	4449.4779	2997.8611
4907	45586.1214	-14065.5593	4449.4779	2997.8611
4908	45595.7251	-14068.3465	4449.4779	2997.8611
4909	45605.3288	-14071.1338	4449.4779	2997.8611
4910	45614.9325	-14073.9211	4449.4779	2997.8611
4911	45624.5362	-14076.7084	4449.4779	2997.8611
4912	45634.1399	-14079.4956	4449.4779	2997.8611
4913	45643.7436	-14082.2829	4449.4779	2997.8611
4914	45653.3473	-14085.0702	4449.4779	2997.8611
4915	45662.9510	-14087.8574	4449.4779	2997.8611
4916	45672.5547	-14090.6447	4449.4779	2997.8611
4917	45682.1584	-14093.4320	4449.4779	2997.8611
4918	45691.7621	-14096.2193	4449.4779	2997.8611
4919	45701.3658	-14099.0065	4449.4779	2997.8611
4920	45710.9696	-14101.7938	4449.4779	2997.8611
4921	45720.5733	-14104.5811	4449.4779	2997.8611
4922	45730.1770	-14107.3684	4449.4779	2997.8611
4923	45739.7807	-14110.1556	4449.4779	2997.8611
4924	45749.3844	-14112.9429	4449.4779	2997.8611
4925	45758.9881	-14115.7302	4449.4779	2997.8611
4926	45768.5918	-14118.5174	4449.4779	2997.8611
4927	45778.1955	-14121.3047	4449.4779	2997.8611
4928	45787.7992	-14124.0920	4449.4779	2997.8611
4929	45797.4029	-14126.8793	4449.4779	2997.8611
4930	45807.0066	-14129.6665	4449.4779	2997.8611
4931	45816.6103	-14132.4538	4449.4779	2997.8611
4932	45826.2140	-14135.2411	4449.4779	2997.8611
4933	45835.8177	-14138.0284	4449.4779	2997.8611
4934	45845.4214	-14140.8156	4449.4779	2997.8611
4935	45855.0251	-14143.6029	4449.4779	2997.8611
4936	45864.6288	-14146.3902	4449.4779	2997.8611
4937	45874.2325	-14149.1775	4449.4779	2997.8611
4938	45883.8362	-14151.9647	4449.4779	2997.8611
4939	45893.4399	-14154.7520	4449.4779	2997.8611
4940	45903.0436	-14157.5393	4449.4779	2997.8611
4941	45912.6473	-14160.3265	4449.4779	2997.8611
4942	45922.2510	-14163.1138	4449.4779	2997.8611
4943	45931.8547	-14165.9011	4449.4779	2997.8611
4944	45941.4584	-14168.6884	4449.4779	2997.8611
4945	45951.0621	-14171.4756	4449.4779	2997.8611
4946	45960.6658	-14174.2629	4449.4779	2997.8611
4947	45970.2695	-14177.0502	4449.4779	2997.8611
4948	45979.8732	-14179.8375	4449.4779	2997.8611
4949	45989.4769	-14182.6247	4449.4779	2997.8611
4950	45999.0806	-14185.4120	4449.4779	2997.8611
4951	46008.6843	-14188.1993	4449.4779	2997.8611
4952	46018.2880	-14190.9865	4449.4779	2997.8611
4953	46027.8917	-14193.7738	4449.4779	2997.8611
4954	46037.4955	-14196.5611	4449.4779	2997.8611
4955	46047.0992	-14199.3484	4449.4779	2997.8611
4956	46056.7029	-14202.1356	4449.4779	2997.8611
4957	46066.3066	-14204.9229	4449.4779	2997.8611
4958	46075.9103	-14207.7102	4449.4779	2997.8611
4959	46085.5140	-14210.4975	4449.4779	2997.8611
4960	46095.1177	-14213.2847	4449.4779	2997.8611
4961	46104.7214	-14216.0720	4449.4779	2997.8611
4962	46114.3251	-14218.8593	4449.4779	2997.8611
4963	46123.9288	-14221.6465	4449.4779	2997.8611
4964	46133.5325	-14224.4338	4449.4779	2997.8611
4965	46143.1362	-14227.2211	4449.4779	2997.8611
4966	46152.7399	-14230.0084	4449.4779	2997.8611
4967	46162.3436	-14232.7956	4449.4779	2997.8611
4968	46171.9473	-14235.5829	4449.4779	2997.8611
4969	46181.5510	-14238.3702	4449.4779	2997.8611
4970	46191.1547	-14241.1575	4449.4779	2997.8611
4971	46200.7584	-14243.9447	4449.4779	2997.8611
4972	46210.3621	-14246.7320	4449.4779	2997.8611
4973	46219.9658	-14249.5193	4449.4779	2997.8611
4974	46229.5695	-14252.3065	4449.4779	2997.8611
4975	46239.1732	-14255.0938	4449.4779	2997.8611
4976	46248.7769	-14257.8811	4449.4779	2997.8611
4977	46258.3806	-14260.6684	4449.4779	2997.8611
4978	46267.9843	-14263.4556	4449.4779	2997.8611
4979	46277.5880	-14266.2429	4449.4779	2997.8611
4980	46287.1917	-14269.0302	4449.4779	2997.8611
4981	46296.7954	-14271.8175	4449.4779	2997.8611
4982	46306.3991	-14274.6047	4449.4779	2997.8611
4983	46316.0028	-14277.3920	4449.4779	2997.8611
4984	46325.6065	-14280.1793	4449.4779	2997.8611
4985	46335.2102	-14282.9666	4449.4779	2997.8611
4986	46344.8139	-14285.7538	4449.4779	2997.8611
4987	46354.4176	-14288.5411	4449.4779	2997.8611
4988	46364.0214	-14291.3284	4449.4779	2997.8611
4989	46373.6251	-14294.1156	4449.4779	2997.8611
4990	46383.2288	-14296.9029	4449.4779	2997.8611
4991	46392.8325	-14299.6902	4449.4779	2997.8611
4992	46402.4362	-14302.4775	4449.4779	2997.8611
4993	46412.0399	-14305.2647	4449.4779	2997.8611
4994	46421.6436	-14308.0520	4449.4779	2997.8611
4995	46431.2473	-14310.8393	4449.4779	2997.8611
4996	46440.8510	-14313.6266	4449.4779	2997.8611
4997	46450.4547	-14316.4138	4449.4779	2997.8611
4998	46460.0584	-14319.2011	4449.4779	2997.8611
4999	46469.6621	-14321.9884	4449.4779	2997.8611
5000	46479.2658	-14324.7756	4449.4779	2997.8611
5001	46488.8695	-14327.5629	4449.4779	2997.8611
5002	46498.4732	-14330.3502	4449.4779	2997.8611
5003	46508.0769	-14333.1375	4449.4779	2997.8611
5004	46517.6806	-14335.9247	4449.4779	2997.8611
5005	46527.2843	-14338.7120	4449.4779	2997.8611
5006	46536.8880	-14341.4993	4449.4779	2997.8611
5007	46546.4917	-14344.2866	4449.4779	2997.8611
5008	46556.0954	-14347.0738	4449.4779	2997.8611
5009	46565.6991	-14349.8611	4449.4779	2997.8611
5010	46575.3028	-14352.6484	4449.4779	2997.8611
5011	46584.9065	-14355.4356	4449.4779	2997.8611
5012	46594.5102	-14358.2229	4449.4779	2997.8611
5013	46604.1139	-14361.0102	4449.4779	2997.8611
5014	46613.7176	-14363.7975	4449.4779	2997.8611
5015	46623.3213	-14366.5847	4449.4779	2997.8611
5016	46632.9250	-14369.3720	4449.4779	2997.8611
5017	46642.5287	-14372.1593	4449.4779	2997.8611
5018	46652.1324	-14374.9466	4449.4779	2997.8611
5019	46661.7361	-14377.7338	4449.4779	2997.8611
5020	46671.3398	-14380.5211	4449.4779	2997.8611
5021	46680.9435	-14383.3084	4449.4779	2997.8611
5022	46690.5472	-14386.0957	4449.4779	2997.8611
5023	46700.1510	-14388.8829	4449.4779	2997.8611
5024	46709.7547	-14391.6702	4449.4779	2997.8611
5025	46719.3584	-14394.4575	4449.4779	2997.8611
5026	46728.9621	-14397.2447	4449.4779	2997.8611
5027	46738.5658	-14400.0320	4449.4779	2997.8611
5028	46748.1695	-14402.8193	4449.4779	2997.8611
5029	46757.7732	-14405.6066	4449.4779	2997.8611
5030	46767.3769	-14408.3938	4449.4779	2997.8611
5031	46776.9806	-14411.1811	4449.4779	2997.8611
5032	46786.5843	-14413.9684	4449.4779	2997.8611
5033	46796.1880	-14416.7557	4449.4779	2997.8611
5034	46805.7917	-14419.5429	4449.4779	2997.8611
5035	46815.3954	-14422.3302	4449.4779	2997.8611
5036	46824.9991	-14425.1175	4449.4779	2997.8611
5037	46834.6028	-14427.9047	4449.4779	2997.8611
