calc_step	x	y	z	R	time
6219	55890.4205	-25221.5278	3518.8322	2108.7651	2355.6574
6220	55899.5808	-25225.5389	3518.8322	2108.7651	2356.0312
6221	55908.7411	-25229.5500	3518.8322	2108.7651	2356.4050
6222	55917.9014	-25233.5611	3518.8322	2108.7651	2356.7788
6223	55927.0616	-25237.5722	3518.8322	2108.7651	2357.1526
6224	55936.2219	-25241.5833	3518.8322	2108.7651	2357.5264
6225	55945.3822	-25245.5945	3518.8322	2108.7651	2357.9001
6226	55954.5425	-25249.6056	3518.8322	2108.7651	2358.2739
6227	55963.7028	-25253.6167	3518.8322	2108.7651	2358.6477
6228	55972.8631	-25257.6278	3518.8322	2108.7651	2359.0215
6229	55982.0234	-25261.6389	3518.8322	2108.7651	2359.3953
6230	55991.1837	-25265.6500	3518.8322	2108.7651	2359.7691
6231	56000.3440	-25269.6611	3518.8322	2108.7651	2360.1428
6232	56009.5043	-25273.6722	3518.8322	2108.7651	2360.5166
6233	56018.6646	-25277.6833	3518.8322	2108.7651	2360.8904
6234	56027.8249	-25281.6945	3518.8322	2108.7651	2361.2642
6235	56036.9852	-25285.7056	3518.8322	2108.7651	2361.6380
6236	56046.1455	-25289.7167	3518.8322	2108.7651	2362.0118
6237	56055.3058	-25293.7278	3518.8322	2108.7651	2362.3856
6238	56064.4661	-25297.7389	3518.8322	2108.7651	2362.7593
6239	56073.6264	-25301.7500	3518.8322	2108.7651	2363.1331
6240	56082.7866	-25305.7611	3518.8322	2108.7651	2363.5069
6241	56091.9469	-25309.7722	3518.8322	2108.7651	2363.8807
6242	56101.1072	-25313.7833	3518.8322	2108.7651	2364.2545
6243	56110.2675	-25317.7945	3518.8322	2108.7651	2364.6283
6244	56119.4278	-25321.8056	3518.8322	2108.7651	2365.0021
6245	56128.5881	-25325.8167	3518.8322	2108.7651	2365.3758
6246	56137.7484	-25329.8278	3518.8322	2108.7651	2365.7496
6247	56146.9087	-25333.8389	3518.8322	2108.7651	2366.1234
6248	56156.0690	-25337.8500	3518.8322	2108.7651	2366.4972
6249	56165.2293	-25341.8611	3518.8322	2108.7651	2366.8710
6250	56174.3896	-25345.8722	3518.8322	2108.7651	2367.2448
6251	56183.5499	-25349.8833	3518.8322	2108.7651	2367.6186
6252	56192.7102	-25353.8945	3518.8322	2108.7651	2367.9923
6253	56201.8705	-25357.9056	3518.8322	2108.7651	2368.3661
6254	56211.0308	-25361.9167	3518.8322	2108.7651	2368.7399
6255	56220.1911	-25365.9278	3518.8322	2108.7651	2369.1137
6256	56229.3514	-25369.9389	3518.8322	2108.7651	2369.4875
6257	56238.5117	-25373.9500	3518.8322	2108.7651	2369.8613
6258	56247.6719	-25377.9611	3518.8322	2108.7651	2370.2350
6259	56256.8322	-25381.9722	3518.8322	2108.7651	2370.6088
6260	56265.9925	-25385.9833	3518.8322	2108.7651	2370.9826
6261	56275.1528	-25389.9945	3518.8322	2108.7651	2371.3564
6262	56284.3131	-25394.0056	3518.8322	2108.7651	2371.7302
6263	56293.4734	-25398.0167	3518.8322	2108.7651	2372.1040
6264	56302.6337	-25402.0278	3518.8322	2108.7651	2372.4778
6265	56311.7940	-25406.0389	3518.8322	2108.7651	2372.8515
6266	56320.9543	-25410.0500	3518.8322	2108.7651	2373.2253
6267	56330.1146	-25414.0611	3518.8322	2108.7651	2373.5991
6268	56339.2749	-25418.0722	3518.8322	2108.7651	2373.9729
6269	56348.4352	-25422.0833	3518.8322	2108.7651	2374.3467
6270	56357.5955	-25426.0944	3518.8322	2108.7651	2374.7205
6271	56366.7558	-25430.1056	3518.8322	2108.7651	2375.0943
6272	56375.9161	-25434.1167	3518.8322	2108.7651	2375.4680
6273	56385.0764	-25438.1278	3518.8322	2108.7651	2375.8418
6274	56394.2367	-25442.1389	3518.8322	2108.7651	2376.2156
6275	56403.3969	-25446.1500	3518.8322	2108.7651	2376.5894
6276	56412.5572	-25450.1611	3518.8322	2108.7651	2376.9632
6277	56421.7175	-25454.1722	3518.8322	2108.7651	2377.3370
6278	56430.8778	-25458.1833	3518.8322	2108.7651	2377.7107
6279	56440.0381	-25462.1944	3518.8322	2108.7651	2378.0845
6280	56449.1984	-25466.2056	3518.8322	2108.7651	2378.4583
6281	56458.3587	-25470.2167	3518.8322	2108.7651	2378.8321
6282	56467.5190	-25474.2278	3518.8322	2108.7651	2379.2059
6283	56476.6793	-25478.2389	3518.8322	2108.7651	2379.5797
6284	56485.8396	-25482.2500	3518.8322	2108.7651	2379.9535
6285	56494.9999	-25486.2611	3518.8322	2108.7651	2380.3272
6286	56504.1602	-25490.2722	3518.8322	2108.7651	2380.7010
6287	56513.3205	-25494.2833	3518.8322	2108.7651	2381.0748
6288	56522.4808	-25498.2944	3518.8322	2108.7651	2381.4486
6289	56531.6411	-25502.3056	3518.8322	2108.7651	2381.8224
6290	56540.8014	-25506.3167	3518.8322	2108.7651	2382.1962
6291	56549.9617	-25510.3278	3518.8322	2108.7651	2382.5700
6292	56559.1219	-25514.3389	3518.8322	2108.7651	2382.9437
6293	56568.2822	-25518.3500	3518.8322	2108.7651	2383.3175
6294	56577.4425	-25522.3611	3518.8322	2108.7651	2383.6913
6295	56586.6028	-25526.3722	3518.8322	2108.7651	2384.0651
6296	56595.7631	-25530.3833	3518.8322	2108.7651	2384.4389
6297	56604.9234	-25534.3944	3518.8322	2108.7651	2384.8127
6298	56614.0837	-25538.4056	3518.8322	2108.7651	2385.1864
6299	56623.2440	-25542.4167	3518.8322	2108.7651	2385.5602
6300	56632.4043	-25546.4278	3518.8322	2108.7651	2385.9340
6301	56641.5646	-25550.4389	3518.8322	2108.7651	2386.3078
6302	56650.7249	-25554.4500	3518.8322	2108.7651	2386.6816
6303	56659.8852	-25558.4611	3518.8322	2108.7651	2387.0554
6304	56669.0455	-25562.4722	3518.8322	2108.7651	2387.4292
6305	56678.2058	-25566.4833	3518.8322	2108.7651	2387.8029
6306	56687.3661	-25570.4944	3518.8322	2108.7651	2388.1767
6307	56696.5264	-25574.5056	3518.8322	2108.7651	2388.5505
6308	56705.6867	-25578.5167	3518.8322	2108.7651	2388.9243
6309	56714.8469	-25582.5278	3518.8322	2108.7651	2389.2981
6310	56724.0072	-25586.5389	3518.8322	2108.7651	2389.6719
6311	56733.1675	-25590.5500	3518.8322	2108.7651	2390.0457
6312	56742.3278	-25594.5611	3518.8322	2108.7651	2390.4194
6313	56751.4881	-25598.5722	3518.8322	2108.7651	2390.7932
6314	56760.6484	-25602.5833	3518.8322	2108.7651	2391.1670
6315	56769.8087	-25606.5944	3518.8322	2108.7651	2391.5408
6316	56778.9690	-25610.6055	3518.8322	2108.7651	2391.9146
6317	56788.1293	-25614.6167	3518.8322	2108.7651	2392.2884
6318	56797.2896	-25618.6278	3518.8322	2108.7651	2392.6621
6319	56806.4499	-25622.6389	3518.8322	2108.7651	2393.0359
6320	56815.6102	-25626.6500	3518.8322	2108.7651	2393.4097
6321	56824.7705	-25630.6611	3518.8322	2108.7651	2393.7835
6322	56833.9308	-25634.6722	3518.8322	2108.7651	2394.1573
6323	56843.0911	-25638.6833	3518.8322	2108.7651	2394.5311
6324	56852.2514	-25642.6944	3518.8322	2108.7651	2394.9049
6325	56861.4117	-25646.7055	3518.8322	2108.7651	2395.2786
6326	56870.5720	-25650.7167	3518.8322	2108.7651	2395.6524
6327	56879.7322	-25654.7278	3518.8322	2108.7651	2396.0262
6328	56888.8925	-25658.7389	3518.8322	2108.7651	2396.4000
6329	56898.0528	-25662.7500	3518.8322	2108.7651	2396.7738
6330	56907.2131	-25666.7611	3518.8322	2108.7651	2397.1476
6331	56916.3734	-25670.7722	3518.8322	2108.7651	2397.5214
6332	56925.5337	-25674.7833	3518.8322	2108.7651	2397.8951
6333	56934.6940	-25678.7944	3518.8322	2108.7651	2398.2689
6334	56943.8543	-25682.8055	3518.8322	2108.7651	2398.6427
6335	56953.0146	-25686.8167	3518.8322	2108.7651	2399.0165
6336	56962.1749	-25690.8278	3518.8322	2108.7651	2399.3903
6337	56971.3352	-25694.8389	3518.8322	2108.7651	2399.7641
6338	56980.4955	-25698.8500	3518.8322	2108.7651	2400.1378
6339	56989.6558	-25702.8611	3518.8322	2108.7651	2400.5116
6340	56998.8161	-25706.8722	3518.8322	2108.7651	2400.8854
6341	57007.9764	-25710.8833	3518.8322	2108.7651	2401.2592
6342	57017.1367	-25714.8944	3518.8322	2108.7651	2401.6330
6343	57026.2970	-25718.9055	3518.8322	2108.7651	2402.0068
6344	57035.4572	-25722.9167	3518.8322	2108.7651	2402.3806
6345	57044.6175	-25726.9278	3518.8322	2108.7651	2402.7543
6346	57053.7778	-25730.9389	3518.8322	2108.7651	2403.1281
6347	57062.9381	-25734.9500	3518.8322	2108.7651	2403.5019
6348	57072.0984	-25738.9611	3518.8322	2108.7651	2403.8757
6349	57081.2587	-25742.9722	3518.8322	2108.7651	2404.2495
6350	57090.4190	-25746.9833	3518.8322	2108.7651	2404.6233
6351	57099.5793	-25750.9944	3518.8322	2108.7651	2404.9971
6352	57108.7396	-25755.0055	3518.8322	2108.7651	2405.3708
6353	57117.8999	-25759.0166	3518.8322	2108.7651	2405.7446
6354	57127.0602	-25763.0278	3518.8322	2108.7651	2406.1184
6355	57136.2205	-25767.0389	3518.8322	2108.7651	2406.4922
6356	57145.3808	-25771.0500	3518.8322	2108.7651	2406.8660
6357	57154.5411	-25775.0611	3518.8322	2108.7651	2407.2398
6358	57163.7014	-25779.0722	3518.8322	2108.7651	2407.6135
6359	57172.8617	-25783.0833	3518.8322	2108.7651	2407.9873
6360	57182.0220	-25787.0944	3518.8322	2108.7651	2408.3611
6361	57191.1822	-25791.1055	3518.8322	2108.7651	2408.7349
6362	57200.3425	-25795.1166	3518.8322	2108.7651	2409.1087
6363	57209.5028	-25799.1278	3518.8322	2108.7651	2409.4825
6364	57218.6631	-25803.1389	3518.8322	2108.7651	2409.8563
6365	57227.8234	-25807.1500	3518.8322	2108.7651	2410.2300
6366	57236.9837	-25811.1611	3518.8322	2108.7651	2410.6038
6367	57246.1440	-25815.1722	3518.8322	2108.7651	2410.9776
6368	57255.3043	-25819.1833	3518.8322	2108.7651	2411.3514
6369	57264.4646	-25823.1944	3518.8322	2108.7651	2411.7252
6370	57273.6249	-25827.2055	3518.8322	2108.7651	2412.0990
6371	57282.7852	-25831.2166	3518.8322	2108.7651	2412.4728
6372	57291.9455	-25835.2278	3518.8322	2108.7651	2412.8465
6373	57301.1058	-25839.2389	3518.8322	2108.7651	2413.2203
6374	57310.2661	-25843.2500	3518.8322	2108.7651	2413.5941
6375	57319.4264	-25847.2611	3518.8322	2108.7651	2413.9679
6376	57328.5867	-25851.2722	3518.8322	2108.7651	2414.3417
6377	57337.7470	-25855.2833	3518.8322	2108.7651	2414.7155
6378	57346.9072	-25859.2944	3518.8322	2108.7651	2415.0893
6379	57356.0675	-25863.3055	3518.8322	2108.7651	2415.4630
6380	57365.2278	-25867.3166	3518.8322	2108.7651	2415.8368
6381	57374.3881	-25871.3278	3518.8322	2108.7651	2416.2106
6382	57383.5484	-25875.3389	3518.8322	2108.7651	2416.5844
6383	57392.7087	-25879.3500	3518.8322	2108.7651	2416.9582
6384	57401.8690	-25883.3611	3518.8322	2108.7651	2417.3320
6385	57411.0293	-25887.3722	3518.8322	2108.7651	2417.7057
6386	57420.1896	-25891.3833	3518.8322	2108.7651	2418.0795
6387	57429.3499	-25895.3944	3518.8322	2108.7651	2418.4533
6388	57438.5102	-25899.4055	3518.8322	2108.7651	2418.8271
6389	57447.6705	-25903.4166	3518.8322	2108.7651	2419.2009
6390	57456.8308	-25907.4278	3518.8322	2108.7651	2419.5747
6391	57465.9911	-25911.4389	3518.8322	2108.7651	2419.9485
6392	57475.1514	-25915.4500	3518.8322	2108.7651	2420.3222
6393	57484.3117	-25919.4611	3518.8322	2108.7651	2420.6960
6394	57493.4720	-25923.4722	3518.8322	2108.7651	2421.0698
6395	57502.6322	-25927.4833	3518.8322	2108.7651	2421.4436
6396	57511.7925	-25931.4944	3518.8322	2108.7651	2421.8174
6397	57520.9528	-25935.5055	3518.8322	2108.7651	2422.1912
6398	57530.1131	-25939.5166	3518.8322	2108.7651	2422.5650
6399	57539.2734	-25943.5277	3518.8322	2108.7651	2422.9387
6400	57548.4337	-25947.5389	3518.8322	2108.7651	2423.3125
6401	57557.5940	-25951.5500	3518.8322	2108.7651	2423.6863
6402	57566.7543	-25955.5611	3518.8322	2108.7651	2424.0601
6403	57575.9146	-25959.5722	3518.8322	2108.7651	2424.4339
6404	57585.0749	-25963.5833	3518.8322	2108.7651	2424.8077
6405	57594.2352	-25967.5944	3518.8322	2108.7651	2425.1814
6406	57603.3955	-25971.6055	3518.8322	2108.7651	2425.5552
6407	57612.5558	-25975.6166	3518.8322	2108.7651	2425.9290
6408	57621.7161	-25979.6277	3518.8322	2108.7651	2426.3028
6409	57630.8764	-25983.6389	3518.8322	2108.7651	2426.6766
6410	57640.0367	-25987.6500	3518.8322	2108.7651	2427.0504
6411	57649.1970	-25991.6611	3518.8322	2108.7651	2427.4242
6412	57658.3573	-25995.6722	3518.8322	2108.7651	2427.7979
6413	57667.5175	-25999.6833	3518.8322	2108.7651	2428.1717
6414	57676.6778	-26003.6944	3518.8322	2108.7651	2428.5455
6415	57685.8381	-26007.7055	3518.8322	2108.7651	2428.9193
6416	57694.9984	-26011.7166	3518.8322	2108.7651	2429.2931
6417	57704.1587	-26015.7277	3518.8322	2108.7651	2429.6669
6418	57713.3190	-26019.7389	3518.8322	2108.7651	2430.0407
6419	57722.4793	-26023.7500	3518.8322	2108.7651	2430.4144
6420	57731.6396	-26027.7611	3518.8322	2108.7651	2430.7882
6421	57740.7999	-26031.7722	3518.8322	2108.7651	2431.1620
6422	57749.9602	-26035.7833	3518.8322	2108.7651	2431.5358
6423	57759.1205	-26039.7944	3518.8322	2108.7651	2431.9096
6424	57768.2808	-26043.8055	3518.8322	2108.7651	2432.2834
6425	57777.4411	-26047.8166	3518.8322	2108.7651	2432.6571
6426	57786.6014	-26051.8277	3518.8322	2108.7651	2433.0309
6427	57795.7617	-26055.8389	3518.8322	2108.7651	2433.4047
6428	57804.9220	-26059.8500	3518.8322	2108.7651	2433.7785
6429	57814.0823	-26063.8611	3518.8322	2108.7651	2434.1523
6430	57823.2425	-26067.8722	3518.8322	2108.7651	2434.5261
6431	57832.4028	-26071.8833	3518.8322	2108.7651	2434.8999
6432	57841.5631	-26075.8944	3518.8322	2108.7651	2435.2736
6433	57850.7234	-26079.9055	3518.8322	2108.7651	2435.6474
6434	57859.8837	-26083.9166	3518.8322	2108.7651	2436.0212
6435	57869.0440	-26087.9277	3518.8322	2108.7651	2436.3950
6436	57878.2043	-26091.9389	3518.8322	2108.7651	2436.7688
6437	57887.3646	-26095.9500	3518.8322	2108.7651	2437.1426
6438	57896.5249	-26099.9611	3518.8322	2108.7651	2437.5164
6439	57905.6852	-26103.9722	3518.8322	2108.7651	2437.8901
6440	57914.8455	-26107.9833	3518.8322	2108.7651	2438.2639
6441	57924.0058	-26111.9944	3518.8322	2108.7651	2438.6377
6442	57933.1661	-26116.0055	3518.8322	2108.7651	2439.0115
6443	57942.3264	-26120.0166	3518.8322	2108.7651	2439.3853
6444	57951.4867	-26124.0277	3518.8322	2108.7651	2439.7591
6445	57960.6470	-26128.0388	3518.8322	2108.7651	2440.1328
6446	57969.8073	-26132.0500	3518.8322	2108.7651	2440.5066
6447	57978.9675	-26136.0611	3518.8322	2108.7651	2440.8804
6448	57988.1278	-26140.0722	3518.8322	2108.7651	2441.2542
6449	57997.2881	-26144.0833	3518.8322	2108.7651	2441.6280
6450	58006.4484	-26148.0944	3518.8322	2108.7651	2442.0018
6451	58015.6087	-26152.1055	3518.8322	2108.7651	2442.3756
6452	58024.7690	-26156.1166	3518.8322	2108.7651	2442.7493
6453	58033.9293	-26160.1277	3518.8322	2108.7651	2443.1231
6454	58043.0896	-26164.1388	3518.8322	2108.7651	2443.4969
6455	58052.2499	-26168.1500	3518.8322	2108.7651	2443.8707
6456	58061.4102	-26172.1611	3518.8322	2108.7651	2444.2445
6457	58070.5705	-26176.1722	3518.8322	2108.7651	2444.6183
6458	58079.7308	-26180.1833	3518.8322	2108.7651	2444.9921
6459	58088.8911	-26184.1944	3518.8322	2108.7651	2445.3658
6460	58098.0514	-26188.2055	3518.8322	2108.7651	2445.7396
6461	58107.2117	-26192.2166	3518.8322	2108.7651	2446.1134
6462	58116.3720	-26196.2277	3518.8322	2108.7651	2446.4872
6463	58125.5323	-26200.2388	3518.8322	2108.7651	2446.8610
6464	58134.6925	-26204.2500	3518.8322	2108.7651	2447.2348
6465	58143.8528	-26208.2611	3518.8322	2108.7651	2447.6085
6466	58153.0131	-26212.2722	3518.8322	2108.7651	2447.9823
6467	58162.1734	-26216.2833	3518.8322	2108.7651	2448.3561
6468	58171.3337	-26220.2944	3518.8322	2108.7651	2448.7299
6469	58180.4940	-26224.3055	3518.8322	2108.7651	2449.1037
6470	58189.6543	-26228.3166	3518.8322	2108.7651	2449.4775
6471	58198.8146	-26232.3277	3518.8322	2108.7651	2449.8513
6472	58207.9749	-26236.3388	3518.8322	2108.7651	2450.2250
6473	58217.1352	-26240.3500	3518.8322	2108.7651	2450.5988
6474	58226.2955	-26244.3611	3518.8322	2108.7651	2450.9726
6475	58235.4558	-26248.3722	3518.8322	2108.7651	2451.3464
6476	58244.6161	-26252.3833	3518.8322	2108.7651	2451.7202
6477	58253.7764	-26256.3944	3518.8322	2108.7651	2452.0940
6478	58262.9367	-26260.4055	3518.8322	2108.7651	2452.4678
6479	58272.0970	-26264.4166	3518.8322	2108.7651	2452.8415
6480	58281.2573	-26268.4277	3518.8322	2108.7651	2453.2153
6481	58290.4175	-26272.4388	3518.8322	2108.7651	2453.5891
6482	58299.5778	-26276.4500	3518.8322	2108.7651	2453.9629
6483	58308.7381	-26280.4611	3518.8322	2108.7651	2454.3367
6484	58317.8984	-26284.4722	3518.8322	2108.7651	2454.7105
6485	58327.0587	-26288.4833	3518.8322	2108.7651	2455.0842
6486	58336.2190	-26292.4944	3518.8322	2108.7651	2455.4580
6487	58345.3793	-26296.5055	3518.8322	2108.7651	2455.8318
6488	58354.5396	-26300.5166	3518.8322	2108.7651	2456.2056
6489	58363.6999	-26304.5277	3518.8322	2108.7651	2456.5794
6490	58372.8602	-26308.5388	3518.8322	2108.7651	2456.9532
6491	58382.0205	-26312.5499	3518.8322	2108.7651	2457.3270
6492	58391.1808	-26316.5611	3518.8322	2108.7651	2457.7007
6493	58400.3411	-26320.5722	3518.8322	2108.7651	2458.0745
6494	58409.5014	-26324.5833	3518.8322	2108.7651	2458.4483
6495	58418.6617	-26328.5944	3518.8322	2108.7651	2458.8221
6496	58427.8220	-26332.6055	3518.8322	2108.7651	2459.1959
6497	58436.9823	-26336.6166	3518.8322	2108.7651	2459.5697
6498	58446.1426	-26340.6277	3518.8322	2108.7651	2459.9435
6499	58455.3028	-26344.6388	3518.8322	2108.7651	2460.3172
6500	58464.4631	-26348.6499	3518.8322	2108.7651	2460.6910
6501	58473.6234	-26352.6611	3518.8322	2108.7651	2461.0648
6502	58482.7837	-26356.6722	3518.8322	2108.7651	2461.4386
6503	58491.9440	-26360.6833	3518.8322	2108.7651	2461.8124
6504	58501.1043	-26364.6944	3518.8322	2108.7651	2462.1862
6505	58510.2646	-26368.7055	3518.8322	2108.7651	2462.5600
6506	58519.4249	-26372.7166	3518.8322	2108.7651	2462.9337
6507	58528.5852	-26376.7277	3518.8322	2108.7651	2463.3075
6508	58537.7455	-26380.7388	3518.8322	2108.7651	2463.6813
6509	58546.9058	-26384.7499	3518.8322	2108.7651	2464.0551
6510	58556.0661	-26388.7611	3518.8322	2108.7651	2464.4289
6511	58565.2264	-26392.7722	3518.8322	2108.7651	2464.8027
6512	58574.3867	-26396.7833	3518.8322	2108.7651	2465.1764
6513	58583.5470	-26400.7944	3518.8322	2108.7651	2465.5502
6514	58592.7073	-26404.8055	3518.8322	2108.7651	2465.9240
6515	58601.8676	-26408.8166	3518.8322	2108.7651	2466.2978
6516	58611.0278	-26412.8277	3518.8322	2108.7651	2466.6716
6517	58620.1881	-26416.8388	3518.8322	2108.7651	2467.0454
6518	58629.3484	-26420.8499	3518.8322	2108.7651	2467.4192
6519	58638.5087	-26424.8611	3518.8322	2108.7651	2467.7929
6520	58647.6690	-26428.8722	3518.8322	2108.7651	2468.1667
6521	58656.8293	-26432.8833	3518.8322	2108.7651	2468.5405
6522	58665.9896	-26436.8944	3518.8322	2108.7651	2468.9143
6523	58675.1499	-26440.9055	3518.8322	2108.7651	2469.2881
6524	58684.3102	-26444.9166	3518.8322	2108.7651	2469.6619
6525	58693.4705	-26448.9277	3518.8322	2108.7651	2470.0357
6526	58702.6308	-26452.9388	3518.8322	2108.7651	2470.4094
6527	58711.7911	-26456.9499	3518.8322	2108.7651	2470.7832
6528	58720.9514	-26460.9611	3518.8322	2108.7651	2471.1570
6529	58730.1117	-26464.9722	3518.8322	2108.7651	2471.5308
6530	58739.2720	-26468.9833	3518.8322	2108.7651	2471.9046
6531	58748.4323	-26472.9944	3518.8322	2108.7651	2472.2784
6532	58757.5926	-26477.0055	3518.8322	2108.7651	2472.6521
6533	58766.7528	-26481.0166	3518.8322	2108.7651	2473.0259
6534	58775.9131	-26485.0277	3518.8322	2108.7651	2473.3997
6535	58785.0734	-26489.0388	3518.8322	2108.7651	2473.7735
6536	58794.2337	-26493.0499	3518.8322	2108.7651	2474.1473
6537	58803.3940	-26497.0610	3518.8322	2108.7651	2474.5211
6538	58812.5543	-26501.0722	3518.8322	2108.7651	2474.8949
6539	58821.7146	-26505.0833	3518.8322	2108.7651	2475.2686
6540	58830.8749	-26509.0944	3518.8322	2108.7651	2475.6424
6541	58840.0352	-26513.1055	3518.8322	2108.7651	2476.0162
6542	58849.1955	-26517.1166	3518.8322	2108.7651	2476.3900
6543	58858.3558	-26521.1277	3518.8322	2108.7651	2476.7638
6544	58867.5161	-26525.1388	3518.8322	2108.7651	2477.1376
6545	58876.6764	-26529.1499	3518.8322	2108.7651	2477.5114
6546	58885.8367	-26533.1610	3518.8322	2108.7651	2477.8851
6547	58894.9970	-26537.1722	3518.8322	2108.7651	2478.2589
6548	58904.1573	-26541.1833	3518.8322	2108.7651	2478.6327
6549	58913.3176	-26545.1944	3518.8322	2108.7651	2479.0065
6550	58922.4778	-26549.2055	3518.8322	2108.7651	2479.3803
6551	58931.6381	-26553.2166	3518.8322	2108.7651	2479.7541
6552	58940.7984	-26557.2277	3518.8322	2108.7651	2480.1278
6553	58949.9587	-26561.2388	3518.8322	2108.7651	2480.5016
6554	58959.1190	-26565.2499	3518.8322	2108.7651	2480.8754
6555	58968.2793	-26569.2610	3518.8322	2108.7651	2481.2492
6556	58977.4396	-26573.2722	3518.8322	2108.7651	2481.6230
6557	58986.5999	-26577.2833	3518.8322	2108.7651	2481.9968
6558	58995.7602	-26581.2944	3518.8322	2108.7651	2482.3706
6559	59004.9205	-26585.3055	3518.8322	2108.7651	2482.7443
6560	59014.0808	-26589.3166	3518.8322	2108.7651	2483.1181
6561	59023.2411	-26593.3277	3518.8322	2108.7651	2483.4919
6562	59032.4014	-26597.3388	3518.8322	2108.7651	2483.8657
6563	59041.5617	-26601.3499	3518.8322	2108.7651	2484.2395
6564	59050.7220	-26605.3610	3518.8322	2108.7651	2484.6133
6565	59059.8823	-26609.3722	3518.8322	2108.7651	2484.9871
6566	59069.0426	-26613.3833	3518.8322	2108.7651	2485.3608
6567	59078.2029	-26617.3944	3518.8322	2108.7651	2485.7346
6568	59087.3631	-26621.4055	3518.8322	2108.7651	2486.1084
6569	59096.5234	-26625.4166	3518.8322	2108.7651	2486.4822
6570	59105.6837	-26629.4277	3518.8322	2108.7651	2486.8560
6571	59114.8440	-26633.4388	3518.8322	2108.7651	2487.2298
6572	59124.0043	-26637.4499	3518.8322	2108.7651	2487.6035
6573	59133.1646	-26641.4610	3518.8322	2108.7651	2487.9773
6574	59142.3249	-26645.4721	3518.8322	2108.7651	2488.3511
6575	59151.4852	-26649.4833	3518.8322	2108.7651	2488.7249
6576	59160.6455	-26653.4944	3518.8322	2108.7651	2489.0987
6577	59169.8058	-26657.5055	3518.8322	2108.7651	2489.4725
6578	59178.9661	-26661.5166	3518.8322	2108.7651	2489.8463
6579	59188.1264	-26665.5277	3518.8322	2108.7651	2490.2200
6580	59197.2867	-26669.5388	3518.8322	2108.7651	2490.5938
6581	59206.4470	-26673.5499	3518.8322	2108.7651	2490.9676
6582	59215.6073	-26677.5610	3518.8322	2108.7651	2491.3414
6583	59224.7676	-26681.5721	3518.8322	2108.7651	2491.7152
