massloading(kg/m2)	area(sqkm)	sqrtA(km)	dist_from_vent(m)	x(m)	y(m)	dir(deg)	Mean(phi)	F(percent)
3.8694e-01	981.1200	31.3228	79890.9052	66037.00	-44963.00	124.3	2.5891	100.0000
3.8587e-01	982.2000	31.3401	79944.1451	66237.00	-44763.00	124.1	2.5749	100.0000
3.8440e-01	983.5600	31.3618	80003.6370	66037.00	-45163.00	124.4	2.6004	100.0000
3.8415e-01	983.8800	31.3669	80056.3023	66237.00	-44963.00	124.2	2.5860	100.0000
3.8270e-01	986.0000	31.4006	80109.9316	66437.00	-44763.00	124.0	2.5720	100.0000
3.8191e-01	987.0000	31.4166	80168.8015	66237.00	-45163.00	124.3	2.5973	100.0000
3.8127e-01	988.1600	31.4350	80221.8570	66437.00	-44963.00	124.1	2.5830	100.0000
3.7943e-01	990.2800	31.4687	80275.8739	66637.00	-44763.00	123.9	2.5692	100.0000
3.7930e-01	990.4800	31.4719	80334.1244	66437.00	-45163.00	124.2	2.5942	100.0000
3.7827e-01	991.4400	31.4871	80387.5683	66637.00	-44963.00	124.0	2.5801	100.0000
3.7681e-01	993.4800	31.5195	80446.7323	66437.00	-45363.00	124.3	2.6055	100.0000
3.7658e-01	993.8800	31.5259	80499.6046	66637.00	-45163.00	124.1	2.5912	100.0000
3.7518e-01	996.3600	31.5652	80553.4353	66837.00	-44963.00	123.9	2.5773	100.0000
3.7437e-01	997.4000	31.5816	80611.9814	66637.00	-45363.00	124.2	2.6024	100.0000
3.7376e-01	998.4000	31.5975	80665.2412	66837.00	-45163.00	124.0	2.5882	100.0000
3.7199e-01	1000.8000	31.6354	80719.4570	67037.00	-44963.00	123.9	2.5745	100.0000
3.7183e-01	1000.9600	31.6380	80777.3875	66837.00	-45363.00	124.2	2.5993	100.0000
3.7084e-01	1001.9600	31.6538	80831.0333	67037.00	-45163.00	124.0	2.5853	100.0000
3.6938e-01	1003.6800	31.6809	80889.8729	66837.00	-45563.00	124.3	2.6106	100.0000
3.6918e-01	1004.1600	31.6885	80942.9499	67037.00	-45363.00	124.1	2.5963	100.0000
3.6782e-01	1006.4000	31.7238	80996.9798	67237.00	-45163.00	123.9	2.5825	100.0000
3.6700e-01	1007.3200	31.7383	81055.2055	67037.00	-45563.00	124.2	2.6075	100.0000
3.6642e-01	1008.4000	31.7553	81108.6675	67237.00	-45363.00	124.0	2.5934	100.0000
3.6470e-01	1010.6800	31.7912	81163.0799	67437.00	-45163.00	123.8	2.5797	100.0000
3.6452e-01	1010.9200	31.7950	81220.6940	67237.00	-45563.00	124.1	2.6044	100.0000
3.6357e-01	1012.2000	31.8151	81274.5393	67437.00	-45363.00	123.9	2.5905	100.0000
3.6211e-01	1013.7200	31.8390	81333.0581	67237.00	-45763.00	124.2	2.6156	100.0000
3.6193e-01	1014.0400	31.8440	81386.3375	67437.00	-45563.00	124.0	2.6014	100.0000
3.6062e-01	1016.2800	31.8791	81440.5645	67637.00	-45363.00	123.8	2.5876	100.0000
3.5979e-01	1017.4800	31.8980	81498.4732	67437.00	-45763.00	124.2	2.6125	100.0000
3.5924e-01	1018.0400	31.9067	81552.1351	67637.00	-45563.00	124.0	2.5985	100.0000
3.5758e-01	1020.8000	31.9500	81606.7420	67837.00	-45363.00	123.8	2.5849	100.0000
3.5737e-01	1021.2800	31.9575	81664.0431	67637.00	-45763.00	124.1	2.6095	100.0000
3.5646e-01	1022.3600	31.9744	81718.0857	67837.00	-45563.00	123.9	2.5956	100.0000
3.5501e-01	1023.8800	31.9981	81776.2871	67637.00	-45963.00	124.2	2.6206	100.0000
3.5484e-01	1024.2000	32.0031	81829.7668	67837.00	-45763.00	124.0	2.6065	100.0000
3.5358e-01	1026.9600	32.0462	81884.1886	68037.00	-45563.00	123.8	2.5928	100.0000
3.5274e-01	1028.2000	32.0656	81941.7838	67837.00	-45963.00	124.1	2.6175	100.0000
3.5222e-01	1028.6800	32.0730	81995.6434	68037.00	-45763.00	123.9	2.6035	100.0000
3.5061e-01	1030.8400	32.1067	82050.4426	68237.00	-45563.00	123.7	2.5900	100.0000
3.5037e-01	1031.2000	32.1123	82107.4341	68037.00	-45963.00	124.0	2.6145	100.0000
3.4950e-01	1032.2400	32.1285	82161.6720	68237.00	-45763.00	123.8	2.6006	100.0000
3.4805e-01	1034.1200	32.1577	82219.5593	68037.00	-46163.00	124.2	2.6256	100.0000
3.4791e-01	1034.3200	32.1608	82273.2371	68237.00	-45963.00	124.0	2.6115	100.0000
3.4669e-01	1036.5200	32.1950	82327.8515	68437.00	-45763.00	123.8	2.5978	100.0000
3.4584e-01	1037.9200	32.2168	82385.1366	68237.00	-46163.00	124.1	2.6225	100.0000
3.4535e-01	1038.4000	32.2242	82439.1918	68437.00	-45963.00	123.9	2.6086	100.0000
3.4379e-01	1040.6000	32.2583	82494.1812	68637.00	-45763.00	123.7	2.5951	100.0000
3.4353e-01	1041.0000	32.2645	82550.8664	68437.00	-46163.00	124.0	2.6194	100.0000
3.4269e-01	1042.0800	32.2813	82605.2973	68637.00	-45963.00	123.8	2.6057	100.0000
3.4125e-01	1043.9200	32.3098	82662.8740	68437.00	-46363.00	124.1	2.6305	100.0000
3.4112e-01	1044.2000	32.3141	82716.7476	68637.00	-46163.00	123.9	2.6165	100.0000
3.3995e-01	1046.3200	32.3469	82771.5527	68837.00	-45963.00	123.7	2.6029	100.0000
3.3909e-01	1047.6000	32.3666	82828.5309	68637.00	-46363.00	124.0	2.6274	100.0000
3.3862e-01	1048.1200	32.3747	82882.7795	68837.00	-46163.00	123.8	2.6135	100.0000
3.3712e-01	1050.6800	32.4142	82937.9572	69037.00	-45963.00	123.7	2.6001	100.0000
3.3683e-01	1051.2000	32.4222	82994.3392	68837.00	-46363.00	124.0	2.6244	100.0000
3.3603e-01	1052.0400	32.4352	83048.9611	69037.00	-46163.00	123.8	2.6107	100.0000
3.3459e-01	1054.2400	32.4691	83106.2304	68837.00	-46563.00	124.1	2.6353	100.0000
3.3448e-01	1054.6000	32.4746	83160.2978	69037.00	-46363.00	123.9	2.6214	100.0000
3.3335e-01	1056.5600	32.5048	83215.2915	69237.00	-46163.00	123.7	2.6079	100.0000
3.3248e-01	1058.2000	32.5300	83271.9661	69037.00	-46563.00	124.0	2.6323	100.0000
3.3204e-01	1058.7200	32.5380	83326.4060	69237.00	-46363.00	123.8	2.6185	100.0000
3.3059e-01	1061.0800	32.5742	83381.7698	69437.00	-46163.00	123.6	2.6051	100.0000
3.3027e-01	1061.3200	32.5779	83437.8519	69237.00	-46563.00	123.9	2.6292	100.0000
3.2951e-01	1062.5600	32.5969	83492.6628	69437.00	-46363.00	123.7	2.6156	100.0000
3.2807e-01	1065.1200	32.6362	83549.6280	69237.00	-46763.00	124.0	2.6401	100.0000
3.2798e-01	1065.2800	32.6386	83603.8871	69437.00	-46563.00	123.8	2.6263	100.0000
3.2690e-01	1067.3600	32.6705	83659.0673	69637.00	-46363.00	123.7	2.6128	100.0000
3.2601e-01	1068.9600	32.6950	83715.4415	69437.00	-46763.00	124.0	2.6371	100.0000
3.2560e-01	1069.5600	32.7041	83770.0707	69637.00	-46563.00	123.8	2.6234	100.0000
3.2420e-01	1071.2800	32.7304	83825.6186	69837.00	-46363.00	123.6	2.6101	100.0000
3.2386e-01	1071.8400	32.7390	83881.4040	69637.00	-46763.00	123.9	2.6341	100.0000
3.2313e-01	1073.3200	32.7616	83936.4017	69837.00	-46563.00	123.7	2.6205	100.0000
3.2169e-01	1075.5600	32.7957	83993.0660	69637.00	-46963.00	124.0	2.6449	100.0000
3.2162e-01	1075.6800	32.7976	84047.5148	69837.00	-46763.00	123.8	2.6311	100.0000
3.2058e-01	1077.9200	32.8317	84102.8795	70037.00	-46563.00	123.6	2.6177	100.0000
3.1968e-01	1079.1600	32.8506	84158.9564	69837.00	-46963.00	123.9	2.6419	100.0000
3.1929e-01	1079.7200	32.8591	84213.7729	70037.00	-46763.00	123.7	2.6282	100.0000
3.1794e-01	1081.7200	32.8895	84269.5030	70237.00	-46563.00	123.5	2.6150	100.0000
3.1758e-01	1082.2000	32.8968	84324.9947	70037.00	-46963.00	123.8	2.6389	100.0000
3.1688e-01	1083.2400	32.9126	84380.1774	70237.00	-46763.00	123.7	2.6254	100.0000
3.1545e-01	1085.8400	32.9521	84436.5439	70037.00	-47163.00	124.0	2.6497	100.0000
3.1539e-01	1085.9200	32.9533	84491.1802	70237.00	-46963.00	123.8	2.6359	100.0000
3.1439e-01	1088.0800	32.9861	84546.7275	70437.00	-46763.00	123.6	2.6226	100.0000
3.1348e-01	1089.4000	33.0061	84602.5102	70237.00	-47163.00	123.9	2.6466	100.0000
3.1312e-01	1089.7200	33.0109	84657.5120	70437.00	-46963.00	123.7	2.6331	100.0000
3.1182e-01	1092.1200	33.0472	84713.4224	70637.00	-46763.00	123.5	2.6199	100.0000
3.1143e-01	1092.8400	33.0581	84768.6235	70437.00	-47163.00	123.8	2.6437	100.0000
3.1077e-01	1094.0800	33.0769	84823.9892	70637.00	-46963.00	123.6	2.6302	100.0000
3.0934e-01	1096.4000	33.1119	84880.0609	70437.00	-47363.00	123.9	2.6544	100.0000
3.0930e-01	1096.4800	33.1131	84934.8829	70637.00	-47163.00	123.7	2.6407	100.0000
3.0833e-01	1098.4000	33.1421	84990.6109	70837.00	-46963.00	123.5	2.6275	100.0000
3.0742e-01	1100.0000	33.1662	85046.1024	70637.00	-47363.00	123.8	2.6514	100.0000
3.0708e-01	1100.6400	33.1759	85101.2875	70837.00	-47163.00	123.7	2.6378	100.0000
3.0582e-01	1102.5600	33.2048	85157.3763	71037.00	-46963.00	123.5	2.6248	100.0000
3.0542e-01	1103.2400	33.2151	85212.2898	70837.00	-47363.00	123.8	2.6484	100.0000
3.0478e-01	1104.5200	33.2343	85267.8365	71037.00	-47163.00	123.6	2.6350	100.0000
3.0335e-01	1106.5600	33.2650	85323.6165	70837.00	-47563.00	123.9	2.6590	100.0000
3.0333e-01	1106.6800	33.2668	85378.6223	71037.00	-47363.00	123.7	2.6455	100.0000
3.0240e-01	1108.3600	33.2920	85434.5290	71237.00	-47163.00	123.5	2.6323	100.0000
3.0148e-01	1109.6800	33.3119	85489.7324	71037.00	-47563.00	123.8	2.6560	100.0000
3.0116e-01	1110.2800	33.3209	85545.0989	71237.00	-47363.00	123.6	2.6426	100.0000
2.9995e-01	1112.3200	33.3515	85601.3641	71437.00	-47163.00	123.4	2.6296	100.0000
2.9953e-01	1113.4000	33.3676	85655.9930	71237.00	-47563.00	123.7	2.6531	100.0000
2.9892e-01	1114.3600	33.3820	85711.7188	71437.00	-47363.00	123.5	2.6398	100.0000
2.9750e-01	1116.8400	33.4192	85767.2102	71237.00	-47763.00	123.8	2.6637	100.0000
2.9749e-01	1116.9600	33.4210	85822.3976	71437.00	-47563.00	123.7	2.6502	100.0000
2.9660e-01	1118.6800	33.4467	85878.4812	71637.00	-47363.00	123.5	2.6370	100.0000
2.9567e-01	1120.2800	33.4706	85933.3994	71437.00	-47763.00	123.8	2.6607	100.0000
2.9537e-01	1120.8400	33.4789	85988.9454	71637.00	-47563.00	123.6	2.6473	100.0000
2.9420e-01	1123.1200	33.5130	86045.3853	71837.00	-47363.00	123.4	2.6344	100.0000
2.9376e-01	1124.0800	33.5273	86099.7325	71637.00	-47763.00	123.7	2.6577	100.0000
2.9318e-01	1125.4800	33.5482	86155.6356	71837.00	-47563.00	123.5	2.6445	100.0000
